\database\database_achieveInfo.msbt
AchieveName_001	{r[ひゃくせんれんま]}百戦錬磨{/r}
homeSushibar_12_b_03_M	ほっほっほぅ～♪ よくきたムサシ。\nみなの{r[ひごろ]}日頃{/r}の{r[かんしゃ]}感謝{/r}で、まろは{r[かくせい]}覚醒{/r}したのじゃ。
homeSushibar_12_b_04_M	これからも、みなにどんどんスシを\nふるまってまいるぞよ～！ なにせ･･･
homeSushibar_12_b_05_M	まろの{r[とくいわざ]}得意技{/r}は、{r[なに]}何{/r}もないところに{r[いっき]}一気{/r}に\nスシを{r[だ]}出{/r}すことなのじゃ･･･ ほっほっほぅ～!!
homeSushibar_12_c_01_M	スシパワーは、バトルでそのスシを\nたくさん{r[た]}食{/r}べる{r[こと]}事{/r}で{r[やど]}宿{/r}っていくらしいで！
homeSushibar_12_c_02_M	スシガミ{r[へんせい]}編成{/r}を{r[ていきてき]}定期的{/r}に{r[か]}変{/r}えてバトルしていれば\nいろんなスシパワーが{r[やど]}宿{/r}っていきそうやな！
homeSushibar_12_c_03_M	もし、スシガミのレベルが{r[あ]}上{/r}がりすぎて\n{r[てい]}低{/r}グレード{r[ざら]}皿{/r}のスシがない！ なんてときは･･･
homeSushibar_12_c_04_M	パズルタワーがオススメや！ ちょっとずつやけど\n{r[てい]}低{/r}グレード{r[ざら]}皿{/r}のスシも{r[た]}食{/r}べられるで！
homeSushibar_12_d_01_M	そうやなぁ･･･ じゃあ\nお{r[きゃく]}客{/r}さんのお{r[はなし]}話{/r}でも{r[き]}聞{/r}いてみましょか。
homeSushibar_12_d_02_M	ン、ンー･･･ ソスナ{r[たい]}隊{/r}の{r[あか]}赤{/r}いスシ{r[きんしれい]}禁止令{/r}\n{r[わたし]}私{/r}としては{r[たす]}助{/r}かっていたのです･･･
homeSushibar_12_d_03_M	じつは{r[わたし]}私{/r}、レッドなスシは{r[にがて]}苦手{/r}でして･･･\n{r[めいれい]}命令{/r}のおかげで{r[た]}食{/r}べずにすんでいたのです。
homeSushibar_12_d_04_M	･･･でも、これを{r[き]}機{/r}にトライしてみます！\n{r[す]}好{/r}き{r[きら]}嫌{/r}いしてると、{r[おお]}大{/r}きくなれませんからね！
homeSushibar_12_e_01_M	そうやなぁ･･･ じゃあ\nお{r[きゃく]}客{/r}さんのお{r[はなし]}話{/r}でも{r[き]}聞{/r}いてみましょか。
homeSushibar_12_e_02_M	うーん･･･ バンブーク{r[たい]}隊{/r}は{r[たの]}楽{/r}しいけど\nワサビ{r[い]}入{/r}りのスシはキツかったわ～
homeSushibar_12_e_03_M	あたし、となりのコからワサビを\n{r[た]}食{/r}べてくれって、たのまれててね･･･
homeSushibar_12_e_04_M	{r[へいき]}平気{/r}なフリしてたけど、ホントはあたしも\nそんなに{r[とくい]}得意{/r}じゃなかったのよ～！
homeSushibar_12_f_01_M	そうやなぁ･･･ じゃあ\nお{r[きゃく]}客{/r}さんのお{r[はなし]}話{/r}でも{r[き]}聞{/r}いてみましょか。
homeSushibar_12_f_02_M	ムゥ･･･ おまえ、グロムさまの{r[こども]}子供{/r}だったのか？\nどうりで{r[つよ]}強{/r}いわけだ･･･
homeSushibar_12_f_03_M	だが、グロムさまはもっと{r[つよ]}強{/r}い。\n{r[たたか]}戦{/r}いだけではない、{r[しんねん]}信念{/r}の{r[つよ]}強{/r}さをお{r[も]}持{/r}ちなのだ。
homeSushibar_12_f_04_M	ムサシよ、グロムさまを{r[か]}変{/r}えたければ\n{r[ことば]}言葉{/r}よりもスシで{r[いど]}挑{/r}め！ {r[かれ]}彼{/r}はそういうお{r[かた]}方{/r}だ･･･
homeSushibar_13_in_01_M	おおっ、ムサシはん！\nええ{r[ネタ]}情報{/r}が{r[はい]}入{/r}ったで！
homeSushibar_13_a_01_M	よくぞ{r[き]}聞{/r}いてくれはりました！\nこれは、{r[たし]}確{/r}かなスジからの{r[じょうほう]}情報{/r}やで！
homeSushibar_13_a_02_M	ムサシはん！ このまえ{r[ぬす]}盗{/r}まれたっちゅう\n{r[きゅうきょく]}究極{/r}のレーンドライブギアの{r[ゆくえ]}行方{/r}がわかったで！
homeSushibar_13_a_03_M	なんでも･･･ {r[ていこく]}帝国{/r}の{r[みなみ]}南{/r}にある\n{r[ぐんかんけい]}軍関係{/r}の{r[ちかけんきゅうしせつ]}地下研究施設{/r}に{r[も]}持{/r}ち{r[こ]}込{/r}まれたそうや！
homeSushibar_13_a_04_M	なんやそこで、とてつもない{r[じっけん]}実験{/r}を\nしようとしとるらしい･･･！
homeSushibar_13_a_05_M	なんだって!?\nとてつもない･･･ {r[じっけん]}実験{/r}？
homeSushibar_13_a_05_F	なんですって!?\nとてつもない･･･ {r[じっけん]}実験{/r}？
homeSushibar_13_a_06_M	わかった！ {r[い]}行{/r}ってみる!!
homeSushibar_13_a_07_M	よっしゃ！ じゃあ、{r[ていこくみなみちほう]}帝国南地方{/r}の{r[じょうほう]}情報{/r}を\n{r[ちず]}地図{/r}に{r[か]}描{/r}きこんどくで！
homeSushibar_13_a_08_M	おう！ ありがとう！\n
homeSushibar_13_a_08_F	うん！ ありがとう！
homeSushibar_13_a_09_M	{r[き]}気{/r}ぃつけてな！
homeSushibar_14_in_01_M	おおっ、ムサシはん！\nようきてくれはった！
homeSushibar_14_a_01_M	そうやなぁ･･･ じゃあ\nお{r[きゃく]}客{/r}さんのお{r[はなし]}話{/r}でも{r[き]}聞{/r}いてみましょか。
homeSushibar_14_a_02_M	オス！ われわれの{r[きんにく]}筋肉{/r}の{r[ひみつ]}秘密{/r}を\n{r[いま]}今{/r}こそ{r[おし]}教{/r}えてやろう！
homeSushibar_14_a_03_M	それは･･･ スシだ！ {r[しろみ]}白身{/r}のスシは\n{r[きんにく]}筋肉{/r}のもととなるタンパク{r[しつ]}質{/r}が{r[ほうふ]}豊富{/r}なのだ！
homeSushibar_14_a_04_M	{r[りょうしつ]}良質{/r}なタンパク{r[げん]}源{/r}と{r[まいにち]}毎日{/r}の{r[きん]}筋{/r}トレ！\nさあ、これでおまえも{r[あした]}明日{/r}からマッチョだ！
homeSushibar_14_b_01_M	そうやなぁ･･･ じゃあ\nお{r[きゃく]}客{/r}さんのお{r[はなし]}話{/r}でも{r[き]}聞{/r}いてみましょか。
homeSushibar_14_b_02_M	オス！ アブリコスさまは{r[ちか]}近{/r}ごろ{r[きゅう]}急{/r}に\nスシの{r[た]}食{/r}べ{r[かた]}方{/r}が{r[じょうひん]}上品{/r}になられてな･･･
homeSushibar_14_b_03_M	{r[たたか]}戦{/r}う{r[ひつよう]}必要{/r}がなくなり、{r[つよ]}強{/r}さにこだわらずに\nスシを{r[た]}食{/r}べられるようになったとお{r[よろこ]}喜{/r}びだ！
homeSushibar_14_b_04_M	だが、もちろん{r[きん]}筋{/r}トレはかかさない！\nテカテカツルツルおハダのお{r[てい]}手入{/r}れもな！
homeSushibar_15_in_01_M	おおっ、ムサシはん！\nええ{r[ネタ]}情報{/r}が{r[はい]}入{/r}ったで！
homeSushibar_15_a_01_M	よくぞ{r[き]}聞{/r}いてくれはりました！\nこれはお{r[きゃく]}客{/r}のウワサやねんけど･･･
homeSushibar_15_a_02_M	なんでも、{r[ていこくみなみ]}帝国南{/r}エリアのさらに{r[みなみ]}南{/r}･･･\n{r[うみ]}海{/r}に{r[う]}浮{/r}かぶ{r[しま]}島{/r}で、{r[なぞ]}謎{/r}の{r[ばくはつ]}爆発{/r}があったらしいで。
homeSushibar_15_a_03_M	･･･でな、{r[れい]}例{/r}の{r[きゅうきょく]}究極{/r}のレーンドライブギアが\nそこに{r[も]}持{/r}ち{r[こ]}込{/r}まれたっちゅう{r[はなし]}話{/r}や･･･
homeSushibar_15_a_04_M	なんだって!?\nそれは{r[き]}気{/r}になるな･･･
homeSushibar_15_a_04_F	なんですって!?\nそれは{r[き]}気{/r}になるわね･･･
homeSushibar_15_a_05_M	せやろ？ じゃあ、{r[ていこく]}帝国{/r}の{r[みなみ]}南{/r}の{r[こじま]}小島{/r}の{r[じょうほう]}情報{/r}を\n{r[ちず]}地図{/r}に{r[か]}描{/r}きこんどくで！
homeSushibar_15_a_06_M	やった！ ありがとう！\nさっそく、{r[い]}行{/r}ってくるぜ!!
homeSushibar_15_a_06_F	やった！ ありがとう！\nさっそく、{r[い]}行{/r}ってくるわ!!
homeSushibar_15_a_07_M	{r[き]}気{/r}ぃつけてな！
homeSushibar_16_in_01_M	おおっ、ムサシはん！\nようきてくれはった！
homeSushibar_16_a_01_M	そうや！ ムサシはんに\n{r[あ]}会{/r}いたがってる{r[ひと]}人{/r}がいるで♪
homeSushibar_16_a_02_M	フフフ･･･ ひさしぶりだな、ムサシ!!
homeSushibar_16_a_03_M	おおっ♪ アブリコス！\nいまどうしてるんだ？ {r[げんき]}元気{/r}か？
homeSushibar_16_a_03_F	うおぅ♪ アブリコス！\nいまどうしてるの？ {r[げんき]}元気{/r}？
homeSushibar_16_a_04_M	ぬははっ♪ やっぱスシを{r[あじ]}味{/r}わって{r[た]}食{/r}べるのは\nいいもんだな。{r[きんにく]}筋肉{/r}も{r[ちょうし]}調子{/r}いいぜ！
homeSushibar_16_a_05_M	･･･フン♪ おかげでオレさまは、いま{r[せかいじゅう]}世界中{/r}の\nいろんなスシを{r[た]}食{/r}べ{r[まわ]}回{/r}るのに{r[おお]}大{/r}いそがしなのだ！
homeSushibar_16_a_06_M	へへっ♪ そうか･･･\n{r[げんき]}元気{/r}そうでよかったぜ！
homeSushibar_16_a_06_F	へへっ♪ そっか･･･\n{r[げんき]}元気{/r}そうでなによりよ！
homeSushibar_16_a_07_M	フフフ･･･ そんなわけでバキューム{r[ぐ]}食{/r}いは\nもう{r[つか]}使{/r}わなくなってな･･･
homeSushibar_16_a_08_M	ぐははははっ！ おまえにオレさまのスシガミを\nゆずってやりに{r[き]}来{/r}たのだ！ ありがたく{r[おも]}思{/r}え!!
homeSushibar_16_a_09_M	{s[150]}ええっ!?{s[100]}
homeSushibar_16_a_10_M	ええい！ とっとと{r[う]}受{/r}けとれい!!\nこれは、かつてのつぐないでもあるのだ･･･！
homeSushibar_16_a_12_M	ふむ･･･ {r[わ]}我{/r}が{r[な]}名{/r}はワニオウ。\n{r[わ]}我{/r}が{r[けいやく]}契約{/r}のスシ、{r[た]}食{/r}べてくれるな？
homeSushibar_16_a_13_M	スシガミ『{c[91ff1e]}ワニオウ{c[000000]}』と{r[けいやく]}契約{/r}した！\nスキルは「{c[91ff1e]}バキューム{r[ぐ]}食{/r}い{c[000000]}」だ！
homeSushibar_16_a_14_M	ぬははっ♪ ワニオウをよろしくな！
homeSushibar_16_a_15_M	フフフ･･･ バキューム{r[ぐ]}食{/r}いは{r[ひゃくれんざら]}百連皿{/r}とちがい\n{r[こうかじかん]}効果時間{/r}{r[ちゅう]}中{/r}、ずっとスシがつなぎ{r[ほうだい]}放題{/r}なのだ！
homeSushibar_16_a_16_M	フン！ ただし{r[つ]}積{/r}み{r[あ]}上{/r}がる{r[さら]}皿{/r}は、{r[た]}食{/r}べた{r[なか]}中{/r}で\n{r[いちばん]}一番{/r}グレードの{r[ひく]}低{/r}い{r[さら]}皿{/r}になるぞ。{r[ちゅうい]}注意{/r}しろよ！
homeSushibar_16_a_17_M	ぐははははっ！ じゃあな\nまたどこかであおう!!
homeSushibar_17_in_01_M	おおっ、ムサシはん！\nようきてくれはった！
homeSushibar_17_g_01_M	そうやなぁ･･･ じゃあ\nお{r[きゃく]}客{/r}さんのお{r[はなし]}話{/r}でも{r[き]}聞{/r}いてみましょか。
homeSushibar_17_g_02_M	キャハ♪ アブリコス{r[たい]}隊{/r}のひとたち･･･\nムキムキマッチョですごいよね～！
homeSushibar_17_g_03_M	オトコらしくてカッコイイけど～\nあたしはどっちかというと･･･
homeSushibar_17_g_04_M	コロコロポヨン♪でカワイイのがいいな～\nこの{r[みせ]}店{/r}をきりもりしてるカレとか･･･ね！
homeSushibar_17_k_01_M	そうやなぁ･･･ じゃあ\nお{r[きゃく]}客{/r}さんのお{r[はなし]}話{/r}でも{r[き]}聞{/r}いてみましょか。
homeSushibar_17_k_02_M	ン、ンー･･･ アブリコス{r[たい]}隊{/r}の{r[かたがた]}方々{/r}は\nどうしてあんなにもムキムキなのでしょう･･･？
homeSushibar_17_k_03_M	ムキムキだからスカウトされるのか？ それとも\nあの{r[たい]}隊{/r}にいれば、だれでもムキムキになるのか？
homeSushibar_17_k_04_M	マッチョはマッチョを{r[よ]}呼{/r}び、マッチョに{r[まじ]}交{/r}われば\nムキムキになる･･･ ンンー･･･ミステリアス！
homeSushibar_17_n_01_M	そうやなぁ･･･ じゃあ\nお{r[きゃく]}客{/r}さんのお{r[はなし]}話{/r}でも{r[き]}聞{/r}いてみましょか。
homeSushibar_17_n_02_M	キャハ♪ ソスナ{r[たい]}隊{/r}のひとたちって\nみ～んなイケメンだよね～！
homeSushibar_17_n_03_M	でも、うごくとカクカクでヘンだし～\nおまけにキラキラしちゃって･･･ カワイイの♪
homeSushibar_17_n_04_M	･･･あれっ？ コレってひょっとして\nギャップもえ･･･ってやつ？
homeSushibar_17_o_01_M	そうやなぁ･･･ じゃあ\nお{r[きゃく]}客{/r}さんのお{r[はなし]}話{/r}でも{r[き]}聞{/r}いてみましょか。
homeSushibar_17_o_02_M	ン、ンー･･･ バンブーク{r[たい]}隊{/r}の{r[かたがた]}方々{/r}は\nいつもバンブークさまといっしょのようですが･･･
homeSushibar_17_o_03_M	{r[しごと]}仕事{/r}とはいえ、{r[しょうぐん]}将軍{/r}にずーっとつきっきりでは\nメンタル{r[めん]}面{/r}がハードそうです･･･
homeSushibar_17_o_04_M	･･･え？ いや{r[われわれ]}我々{/r}は、ソスナさまと24{r[じかん]}時間{/r}365{r[にち]}日{/r}\nいっしょでも、まったく{r[く]}苦{/r}になりませんよ？
homeSushibar_17_r_01_M	そうやなぁ･･･ じゃあ\nお{r[きゃく]}客{/r}さんのお{r[はなし]}話{/r}でも{r[き]}聞{/r}いてみましょか。
homeSushibar_17_r_02_M	むははっ！ {r[し]}知{/r}ってるか？「マッチョ」とは\nたんに{r[きんにく]}筋肉{/r}ムキムキのことを{r[い]}言{/r}うのではない･･･
homeSushibar_17_r_03_M	{r[おとこ]}男{/r}らしいたくましさ！ {r[つよ]}強{/r}さ！ {r[ゆうかん]}勇敢{/r}さ！\nそれらすべてをたたえる{r[ことば]}言葉{/r}なのだ！
homeSushibar_17_r_04_M	スシライカーとして{r[ゆうかん]}勇敢{/r}に{r[たたか]}戦{/r}ったおまえは･･･\nそうマッチョ！ おまえはすでにマッチョなのだ!! 
homeSushibar_17_s_01_M	そうやなぁ･･･ じゃあ\nお{r[きゃく]}客{/r}さんのお{r[はなし]}話{/r}でも{r[き]}聞{/r}いてみましょか。
homeSushibar_17_s_02_M	オス！ バンブーク{r[たい]}隊{/r}のお{r[ねえ]}姉{/r}さんたちは\nいつもあんな{r[いろ]}色{/r}っぽ･･･
homeSushibar_17_s_03_M	･･･いやいや、さむそうな{r[かっこう]}格好{/r}で\nカゼひかないんだろうか？
homeSushibar_17_s_04_M	ちなみにオレたちは、{r[きんにく]}筋肉{/r}という{r[な]}名{/r}の\nヨロイを{r[き]}着{/r}てるからヘッチャラだ！
homeSushibar_17_t_01_M	そうやなぁ･･･ じゃあ\nお{r[きゃく]}客{/r}さんのお{r[はなし]}話{/r}でも{r[き]}聞{/r}いてみましょか。
homeSushibar_17_t_02_M	オス！ ソスナ{r[たい]}隊{/r}のやつらは\nみんなヒョロヒョロで{r[きんにく]}筋肉{/r}がたらんようだな！
homeSushibar_17_t_03_M	だが、そのわりにバトルではソコソコ{r[つよ]}強{/r}いのが\nどうにもナットクいかん･･･！
homeSushibar_17_t_04_M	･･･もしかして、{r[きんにく]}筋肉{/r}とスシバトルの{r[つよ]}強{/r}さって\nあまり{r[かんけい]}関係{/r}ない･･･のか？
homeSushibar_17_u_01_M	そうやなぁ･･･ じゃあ\nお{r[きゃく]}客{/r}さんのお{r[はなし]}話{/r}でも{r[き]}聞{/r}いてみましょか。
homeSushibar_17_u_02_M	フフフ･･･ {r[けいれき]}経歴{/r}や{r[じつりょく]}実力{/r}、すべてがナゾにつつまれた\nスシライカーの{r[そんざい]}存在{/r}を{r[き]}聞{/r}いたことはあるか？
homeSushibar_17_u_03_M	オレはついに、そいつに{r[かん]}関{/r}する\n{r[じゅうよう]}重要{/r}な{r[じょうほう]}情報{/r}を{r[て]}手{/r}に{r[い]}入{/r}れた。それによると･･･
homeSushibar_17_u_04_M	ヤツの{r[な]}名{/r}はスシライカー・チャラオ！\nなんとそのメガネは、{r[だて]}伊達{/r}メガネだという･･･！
homeSushibar_cap4_00_M	ムサシはん！ ムサシはん！
homeSushibar_cap4_01_M	よう！ ドートン！\nまた{r[あたら]}新{/r}しい{r[しせつ]}施設{/r}ができたみたいだな！
homeSushibar_cap4_01_F	ハーイ♪ ドートン！\nまた{r[あたら]}新{/r}しい{r[しせつ]}施設{/r}ができたみたいね！
homeSushibar_cap4_02_M	そうや！ このかくれ{r[ざと]}里{/r}に、{r[みよ]}身寄{/r}りのない\n{r[きょうわこく]}共和国{/r}の{r[こども]}子供{/r}たちのための{r[しせつ]}施設{/r}ができたんや！
homeSushibar_cap4_03_M	へえ･･･ よくわかんないけど\nなんかすごそうだな！
homeSushibar_cap4_03_F	ふーん･･･ よくわからないけど\nなんかすごそう！
homeSushibar_cap4_04_M	ふふっ♪ あとでぜひ{r[かお]}顔{/r}をだしたってや！\n･･･きっとビックリするハズやで！
homeSushibar_cap4_05_X4_M	でな･･･
homeSushibar_cap4_05_X6_M	でな、でな･･･！
homeSushibar_cap5_00_M	ムサシはん！ ムサシはん！
homeSushibar_cap5_01_M	よう！ ドートン！\nまた{r[あたら]}新{/r}しい{r[しせつ]}施設{/r}ができたのか!?
homeSushibar_cap5_01_F	ハーイ♪ ドートン！\nまた{r[あたら]}新{/r}しい{r[しせつ]}施設{/r}ができたの!?
homeSushibar_cap5_02_M	そうや！ こんどのはスシライカーとしての\n{r[しゅぎょう]}修行{/r}もできる、たのしい{r[しせつ]}施設{/r}やで！
homeSushibar_cap5_03_M	えっ、マジか!?
homeSushibar_cap5_03_F	えっ、ホント!?
homeSushibar_cap5_04_M	マジやで！ {r[せいせき]}成績{/r}しだいでは\n{r[しょうひん]}賞品{/r}も{r[で]}出{/r}るさかい、ぜひ{r[かお]}顔{/r}をだしてや！
homeSushibar_cap5_05_M	でな！
\event\homeTower.msbt
homeTower_cmn_out_01_M	ほな、いつでも{r[ちょうせん]}挑戦{/r}しにきてや！
homeTower_01_01_M	ムサシはん！\nようきはったね！
homeTower_01_02_M	さて、ここではルールがいつもと\nちょっと{r[ちが]}違{/r}う{c[91ff1e]}パズルバトル{c[000000]}に{r[ちょうせん]}挑戦{/r}できるで！
homeTower_01_03_M	{c[91ff1e]}パズルバトル{c[000000]}!?
homeTower_01_04_M	そうや！ みじか～い{r[せいげんじかんない]}制限時間内{/r}に\n{r[おな]}同{/r}じ{r[いろ]}色{/r}の{r[さら]}皿{/r}を{r[いっかい]}一回{/r}で{r[と]}取{/r}っていくんや！
homeTower_01_05_M	{r[さら]}皿{/r}を{r[と]}取{/r}る{r[じゅんばん]}順番{/r}が{r[じゅうよう]}重要{/r}で、まるでパズル･･･\nだから、{c[91ff1e]}パズルバトル{c[000000]}っちゅうわけですわ！
homeTower_01_06_M	どうでっか！ わいの{r[つく]}作{/r}ったカラクリロボを{r[あいて]}相手{/r}に\nいっぺん{r[ちょうせん]}挑戦{/r}してみてもらえまっか!?
homeTower_01_07_M	ほな、あらためて･･･
homeTower_03_01_M	パズルタワーへようこそ！\nパズルバトルに{r[ちょうせん]}挑戦{/r}していってや！
homeTower_03_02_M	さて、パズルバトルにもっかい{r[ちょうせん]}挑戦{/r}しまっか!?
homeTower_04_01_M	おめでとさん！ ムサシはん！\n{c[ffae00]}10{r[せん]}戦{/r}{c[000000]}{r[か]}勝{/r}ちぬくのはムサシはんには{r[よゆう]}余裕{/r}かあ･･･
homeTower_04_02_M	ほな、もっといい{r[きろく]}記録{/r}をめざせるように\nこの{r[たてもの]}建物{/r}をさっそく{r[ぞうちく]}増築{/r}しますわ！
homeTower_04_03_M	どうでっか！ なかなかの{r[はくりょく]}迫力{/r}やろ？
homeTower_05_01_M	おめでとさん！ ムサシはん！\n{c[ffae00]}20{r[せん]}戦{/r}{c[000000]}{r[か]}勝{/r}ちぬくとは、おどろいたわー！
homeTower_05_02_M	ん～･･･ もっといい{r[きろく]}記録{/r}をめざせるように\nこの{r[たてもの]}建物{/r}ももっと{r[ぞうちく]}増築{/r}せなあかんね！
homeTower_05_03_M	よっしゃ！ さっそく{r[と]}取{/r}りかかりますわ！\nちょっと{r[ま]}待{/r}ってーな。
homeTower_05_04_M	どうでっか！\nすごい{r[きろく]}記録{/r}をめざすのにふさわしい{r[はくりょく]}迫力{/r}やろ？
homeTower_06_01_M	おめでとさん！ {r[きろくこうしん]}記録更新{/r}や！\nこの{r[ちょうし]}調子{/r}で、さらなる{r[きろく]}記録{/r}に{r[ちょうせん]}挑戦{/r}やね！
homeTower_07_01_M	よくきたのう！ ムサシ！
homeTower_07_02_M	あっ、バンブーク！ ･･･なぜここに？
homeTower_07_03_M	ふむ、ただのジジイに{r[もど]}戻{/r}ってヒマになったら\nここのパズルバトルにハマってしまってな･･･
homeTower_07_04_M	ふほほっ♪ そんなこんなで\nこのパズルタワーのあるじになったのじゃ！
homeTower_07_05_M	ムサシよ、{r[あんしん]}安心{/r}せい！ ワサビは{r[い]}入{/r}れておらぬ。\nさあ、{r[ちょうせん]}挑戦{/r}するがいい！
homeTower_08_01_M	ふほほっ♪ {r[じかんない]}時間内{/r}に{r[さら]}皿{/r}をすべて{c[ffae00]}５{r[て]}手{/r}{c[000000]}で{r[た]}食{/r}べつくす！\nこの{r[きんぱくかん]}緊迫感{/r}がやみつきになるわい！
homeTower_09_01_M	ふん･･･！ いつでも{r[ちょうせん]}挑戦{/r}を{r[ま]}待{/r}っておるぞ。
homeTower_10_01_M	なかなかやるもんじゃのう･･･\nワガハイも{r[しょうじん]}精進{/r}せねばならんな･･･ ふほほっ！
\event\ShrineGetMode.msbt
BtnYes_M	いただくぜ！
BtnYes_F	いただくわ！
BtnNo_M	またこんどな！
BtnNo_F	またこんどね！
NarrationInfomation_M	スシガミ『{c[91ff1e]}\x0e\x01\x0d\0{c[000000]}』と{r[けいやく]}契約{/r}した！\nスキルは「{c[91ff1e]}\x0e\x01\x12\0{c[000000]}」だ！
NarrationEquipMain_M	{c[91ff1e]}\x0e\x01\x0d\0{c[000000]}の{r[けいやくざら]}契約皿{/r}は、\nスカジャンの{c[ffae00]}ソデ{c[000000]}に{r[そうちゃく]}装着{/r}された！
NarrationEquipSub_M	{c[91ff1e]}\x0e\x01\x0d\0{c[000000]}の{r[けいやくざら]}契約皿{/r}は、\nスカジャンの{c[ffae00]}{r[いくせいわく]}育成枠{/r}{c[000000]}に{r[そうちゃく]}装着{/r}された！
NarrationEquipNone_M	{c[91ff1e]}\x0e\x01\x0d\0{c[000000]}の{r[けいやくざら]}契約皿{/r}は、\nスカジャンの{c[ffae00]}{r[うらじ]}裏地{/r}にストック{c[000000]}された！
NarrationAwakeLv2_M	スシガミ『{c[91ff1e]}\x0e\x01\x0d\0{c[000000]}』は{r[かくせい]}覚醒{/r}した！
NarrationAwakeLv3_M	スシガミ『{c[91ff1e]}\x0e\x01\x0d\0{c[000000]}』は{r[ちょうかくせい]}超覚醒{/r}した！
NarrationPotentialPlate_M	『{c[91ff1e]}みけいやくの{r[さら]}皿{/r}{c[000000]}』からスシガミが{r[あらわ]}現{/r}れた！
Child_Contact1_M	フフッ･･･ スシが{r[だいす]}大好{/r}きみたいだな！\nあんたの{r[た]}食{/r}べっぷりでわかったぞ！
Child_Contact2_M	さあ、オイラとの{r[けいやく]}契約{/r}のスシ、\nもちろん{r[た]}食{/r}べてくれるよな？
Child_ChoiceYes_M	よっし{r[けいやくせいりつ]}契約成立{/r}だ！ オイラは{c[91ff1e]}\x0e\x01\x0d\0{c[000000]}！\nこれからよろしくな！
Child_ChoiceNo_M	そっか･･･ {r[ざんねん]}残念{/r}だなあ･･･\nじゃあまたな！ さいなら！
Child_AlreadyFriend1_M	お！ {r[なかま]}仲間{/r}のスシガミがいるみたいだな！\nじゃあオイラの{c[ffae00]}スシソウル{c[000000]}をあげるぜ！
Child_AlreadyFriend2_M	それじゃあ{r[なかま]}仲間{/r}をよろしくな！
Child_AwakeBefore_M	おお？ なんだかチカラがわいてきたぞ！
Child_AwakeAfter_M	よっしゃあ！ チカラがもどったぜ！
AncMan_Contact1_M	ふむ･･･ おぬしのスシへの{r[あいじょう]}愛情{/r}、\nしかと{r[み]}見{/r}させてもらったぞ。
AncMan_Contact2_M	さあ、{r[われ]}我{/r}との{r[けいやく]}契約{/r}のスシ、\nぜひともおぬしに{r[た]}食{/r}べてほしい。
AncMan_ChoiceYes_M	うむ、{r[けいやくせいりつ]}契約成立{/r}だ！\n{r[われ]}我{/r}は{c[91ff1e]}\x0e\x01\x0d\0{c[000000]}！ よろしくたのみ{r[もう]}申{/r}す。
AncMan_ChoiceNo_M	さようか･･･\nそれも{r[しかた]}仕方{/r}あるまい。
AncMan_AlreadyFriend1_M	ん？ すでに{r[なかま]}仲間{/r}のスシガミがいるようだな。\nならば{r[われ]}我{/r}の{c[ffae00]}スシソウル{c[000000]}を{r[わた]}渡{/r}しておこう。
AncMan_AlreadyFriend2_M	さらばだ、スシライカーよ！
AncMan_AwakeBefore_M	ふはは、{r[かくせい]}覚醒{/r}の{r[とき]}時{/r}が{r[き]}来{/r}たようだ。
AncMan_AwakeAfter_M	おぬしのおかげで\n{r[わ]}我{/r}がチカラを{r[と]}取{/r}りもどしたぞ！
AncWoman_Contact1_M	ふふっ･･･ あなたのスシに{r[たい]}対{/r}する{r[かんしゃ]}感謝{/r}の{r[きも]}気持{/r}ち、\nわたくしにしっかりと{r[つた]}伝{/r}わってきました。
AncWoman_Contact2_M	さあ、わたくしとの{r[けいやく]}契約{/r}のスシを\n{r[た]}食{/r}べてくださいませんか？
AncWoman_ChoiceYes_M	うれしいですわ。\nわたくしは{c[91ff1e]}\x0e\x01\x0d\0{c[000000]}。 よろしくどうぞ。
AncWoman_ChoiceNo_M	そうですか･･･\n{r[ざんねん]}残念{/r}ですが、お{r[かんが]}考{/r}えを{r[そんちょう]}尊重{/r}いたしますわ。
AncWoman_AlreadyFriend1_M	あら。 もう{r[なかま]}仲間{/r}がいるみたいですわね。\nでは{c[ffae00]}スシソウル{c[000000]}をお{r[わた]}渡{/r}ししますわ。
AncWoman_AlreadyFriend2_M	それではさようなら。\nちいさなスシライカーさん。
AncWoman_AwakeAfter_M	ふふっ、おかげでチカラがもどりましたわ。
AncChild_Contact1_M	きみ、みごとなスシのたべっぷりだね～！\nスシがすきなんだって、つたわってきたぞ！
AncChild_Contact2_M	ねえ！ そんなきみに、ウチのスシをたべて\nケイヤクしてもらいたいな！ どうかな～？
AncChild_ChoiceYes_M	ヤッタぁ～！\nウチは{c[91ff1e]}\x0e\x01\x0d\0{c[000000]}！ ヨロシクな！
AncChild_ChoiceNo_M	うう･･･ ざんねんだけど\nないたりしないんだからな！
AncChild_AlreadyFriend1_M	ありゃ？ なかまのスシガミがもういるのか～。\nそれだったらウチの{c[ffae00]}スシソウル{c[000000]}をあげる！
AncChild_AlreadyFriend2_M	そんじゃウチはいくね！\nなかまをよろしく～！
AncChild_AwakeBefore_M	おお!? キてる･･･ キてるぞ･･･!!
AncChild_AwakeAfter_M	じゃーん！ チカラがもどったぁ～！
