\database\database_area.msbt
areaName_area01	共和国
Enemy_StgWin_197	さあ、その石を渡してもらおうか！
Enemy_StgWin_198	その石は帝国のものだ！\nイーシッシッシ♪
Enemy_StgWin_199	この先の神社には\nこれ以上は近づかせん！
Enemy_StgWin_200	そちらにも情報通がいるようだが\n思い通りにはさせんぞ！
Enemy_StgWin_201	我がマッチョボディで\n通行止めだあ！！
Enemy_StgWin_202	マッチョ～マッチョ～体操～♪\n勝っても負けてもマッチョ体操～♪
Enemy_StgWin_203	部隊で一番強いと言われた私が\n負けるはずないのだ！！
Enemy_StgWin_204	この隊で最強だと言われた私に\n挑んだのは不運だったな…！
Enemy_StgWin_205	部隊最強兵士の称号を持つ私に\n勝とうなど笑止千万ッ！！
Enemy_StgWin_206	ほめて伸ばした部下たちは全滅だが\n例のギアは我々がいただくぞ！！
Enemy_StgWin_209	ふん！ここはキサマが来るような\nところではないのだ！！
Enemy_StgWin_210	警備の任務は\nきっちりと果たさせてもらったぞ！
Enemy_StgWin_211	この先の軍事施設には\n行かせんぞ！！
Enemy_StgWin_212	帝国の偉大な発明を\n邪魔されるわけにはいかん！！
Enemy_StgWin_213	勝った！勝ったぞ！\n部隊で最弱でもやればできるんだ！
Enemy_StgWin_214	部隊で一番弱いと隊長に言われ\n必死に食らいついた甲斐があった！
Enemy_StgWin_215	部隊最弱兵士の称号などという\n私の汚名も今日で返上だ！！
Enemy_StgWin_216	尻をたたいて育てた部下は全滅して\n私まで負けるわけにはいかんのだ！
Enemy_StgWin_217	この先の施設には行かせんぞ！\nキサマは電磁砲のえじきだ!!
Enemy_StgWin_218	大切な実験装置を壊した報い\nしっかりと受けてもらうぞ!!
Enemy_StgWin_219	フン… 口ほどにもナイ…\n帝国の計画を黙って見てイロ…！
Enemy_StgWin_221	ふう…レアスシガミのことを\nうっかり口にするところだったぜ
Enemy_StgWin_222	この先にはなにも無い！\nましてレアスシガミなどおらん!!
Enemy_StgWin_223	キサマをここで止められれば\n隊長にしかられることもないのだ！
Enemy_StgWin_224	私とゴクオウとの\nコンビネーションはどうだ！
Enemy_StgWin_225	どお？\nおねえさんは強いでしょ～？
Enemy_StgWin_226	うふふ♪ スシバトルよりも\nおねえさんと海で遊ぼうよう？
Enemy_StgWin_227	この先には誰も通すなって隊長に\n言われているので通せませ～ん♪
Enemy_StgWin_228	ぶんどりシールド…\n素晴らしいチカラだわ…！
Enemy_StgWin_233	おじょうさまのご命令は\n絶対遵守！ 絶対厳守！
Enemy_StgWin_234	ふふふ… 赤いスシを食べない\nスタイルも板についてきました
Enemy_StgWin_235	我々がバトルで時間をかせげば\nおじょうさまはエステに行ける！
Enemy_StgWin_236	おじょうさまが戻られるまで\nこのほこらには近づかせません！
Enemy_StgWin_237	ソスナさまの部隊に代わって\nここは私が封鎖させてもらう！
Enemy_StgWin_238	危ない危ない…。この先に\n進まれたら隊長から大目玉だよ…
Enemy_StgWin_239	スシバトルは私の勝ちだ！\nここから先には通さんぞ！！
Enemy_StgWin_240	ちょっと出遅れたが\nほこらは問題なく確保！！
Enemy_StgWin_249	あっ、勝っちゃった\n隊長、スシガミはどうですか？
Enemy_StgWin_250	おっ、オレの勝ちか…！\nスシガミは現れましたか隊長？
Enemy_StgWin_251	勝ちました隊長！\nスシガミは出ましたか！？
Enemy_StgWin_252	行方不明のスシガミも見つかり\nムサシも倒し、万々歳だ!!
Enemy_StgWin_253	私を倒して先に進もうとするなど\n帝国兵もなめられたものだ…！
Enemy_StgWin_254	くくくっ…うっかりミスを\nムサシとともにもみ消したぜ！
Enemy_StgWin_255	スシガミがいようがいなかろうが\nムサシが現れたのなら倒すのみ!!
Enemy_StgWin_256	うう… 寒いのに勝ってしまった…\nまだ警備を続けないとじゃないか…
Enemy_StgWin_257	さーて、雪に埋もれてしまった\nほこらを探すとするか
Enemy_StgWin_258	さあ、ほこらは我々のものだ！\nそこをどいてもらおうか!!
Enemy_StgWin_259	久々のスシバトル…\nまだまだ腕はなまってないぜ…！
Enemy_StgWin_260	さ～て、バトルも終わったし\n身を隠す訓練にもどらなければ…！
Enemy_StgWin_261	よしっ、バトル終わり！\nかくれないとオニが来てしまう！
Enemy_StgWin_262	も～い～か～い！\nさあ、探すぞぉ～!!
Enemy_StgWin_263	うふふ…ムシャクシャしてたから\nと～ってもスカッとしたわ♪
Enemy_StgWin_264	筋トレの良い息抜きになったよ！\nはーっはっはっはっは！！
Enemy_StgWin_265	この美しい風景には\n我が筋肉がとても映える…！
Enemy_StgWin_266	さてさて、ほこらの調査に戻る前に\nまずは筋トレだッ！！
Enemy_StgWin_267	よし、行方不明の筋肉の捜索に\n戻らせてもらうとしよう
Enemy_StgWin_268	私はランボルギーニン…\nスシとマッチョを極めるもの…
Enemy_StgWin_269	ここは帝国が封鎖しているのだ！\n通すことはできんぞ！！
Enemy_StgWin_270	やんちゃなだけのようだな\nそんなやつにここは渡さんぞ！
Enemy_StgWin_271	ククク…\nコレゾ　カメレサツノ　チカラ……
Enemy_StgWin_272	おや？　この程度でしたか…\nいつもの元気はどうしたんです？
Enemy_StgWin_273	きゃはは♪\nちょ～とやりすぎちゃったかな？
Enemy_StgWin_274	勝ち星いただきました～！\nボクってじつは強いんですかね～♪
Enemy_StgWin_275	あ、あれ？　この前は負けたのに\n今日は勝てたぞ！　やったああ！！
Enemy_StgWin_276	勝利は我が手に！　勝ちには勝ちの\n負けには負けの理由があるのですよ
Enemy_StgWin_277	がーはっはっはっは！\nオレ様の筋肉の前にひれ伏しな！！
Enemy_StgWin_278	まだまだ甘ちゃんだねえ！\nアタイがたたき直してあげるよ！！
Enemy_StgWin_279	危ナイ危ナイ　急ニ風ガ吹クカラ\nマントガ　メクレルトコロダッタ
Enemy_StgWin_280	こりもせずにまた挑んでくるなんて\nほんと…バカみたい……
Enemy_StgWin_281	ボクの勝ちだね…\nもっとスシが食べたいなあ……
Enemy_StgWin_282	むはは！　私のヒラメ筋を前に\n手も足も出なかったようだね！！
Enemy_StgWin_283	スシライカーのムサシか…\nスシ筋は悪くなかったぞ
Enemy_StgWin_284	ワサビはまだ苦手なのかの？\n大人への仲間入りは遠いのお…
Enemy_StgWin_285	お前の実力はこの程度か？\nスシ筋ににごりが見えるぞ…！
Enemy_StgWin_286	見たか帝国軍の秘密兵器\nウルトラスーパー電磁砲の威力を！
Enemy_StgWin_287	ちょっといきなりなんなのよ！\nえっ…あなたもムサシって名前！？
Enemy_StgWin_288	この前は負けちゃったけど\n今日は勝たせてもらったわよ♪
Enemy_StgWin_289	ふふふ…私すら倒せなくて\nどうやって帝国に勝つのですか？
Enemy_StgWin_290	おいおい、一体どうしたムサシ\nお前のスシ筋はもっと鋭いだろう？
Enemy_StgWin_291	この勝利をおじょうさまに捧げて\n代わりにほめてもらうとしよう！
Enemy_StgWin_292	めちゃくちゃに皿を投げていたら\nよくわからないけど勝てたぞ♪
Enemy_StgWin_293	どうした我が子よ\nお前のチカラはその程度か？
Enemy_StgWin_294	オット危ナイ　興奮シスギテ\n仮面ガ　外レル　トコロダッタ…
Enemy_StgWin_295	ワサビも食べられんこわっぱには\nまだまだ遅れを取らんぞ♪
Enemy_StgWin_296	もしかして今日はカレオツでした？\n動きにキレがなかったですよ～？
Enemy_StgWin_297	このブ厚い胸板の前では、お前が\n投げた皿など痛くもかゆくもない！
Enemy_StgWin_298	はんっ！　赤いスシを食べるような\nお子様に遅れを取るわけないのよ！
Enemy_StgWin_299	この程度の実力で挑んできたの？\n戦争を終わらせるなんて夢の話ね…
Enemy_StgWin_300	よーし勝ったぞ！\nさっそくグロムさまに報告だ！！
Enemy_StgWin_301	もう終わりなの？\nもっともっとスシを食べたいなあ…
Enemy_StgWin_302	いきなりなんなんだ！\nえっ…お前もムサシって名前！？
Enemy_StgWin_C_001	さあ、島を出て行ってもらおうか！\nここのスシガミは帝国がいただく！
Enemy_StgWin_C_002	ネタをだっこするスシガミ…\nこんなスシガミは初めて見たぞ…！
Enemy_StgWin_C_003	この島のスシガミは特徴的だな！\n呼び名をつけてあげたいところだ！
Enemy_StgWin_C_004	スシガミがネタをだっこする姿が\n気になって集中できないんだろう？
Enemy_StgWin_C_005	奥ノ祠ニイルトイウ　スシガミハ\n我々帝国ガ　イタダイテイク！
Enemy_StgWin_C_006	私はネタをだっこするよりも\nプロテインをだっこしたいね…！
Enemy_StgWin_C_007	そのスシガミ…よく見ると\nぷるぷる震えて、武者震いか！？
Enemy_StgWin_C_008	さあ愛らしい姿のスシガミたちよ！\nムサシではなく私とともにゆこう！
Enemy_StgWin_C_009	このアイランドのスシガミたちよ！\nマッチョを恐れる必要はないぞッ！
Enemy_StgWin_C_010	貴様ダケハ　コノ奥ノ祠ニ\n絶対ニ　近ヅカセンゾ…！
Enemy_StgWin_C_011	ねぇねぇスシガミちゃんたち～！\nムサシちゃんより私と遊ぼ～よ～♪
Enemy_StgWin_C_012	ネタをだっこするスシガミちゃんを\n私がだっこしよっかな～♪
Enemy_StgWin_C_013	スシガミたち超ラブリ～♪\n私この島に住む～！
Enemy_StgWin_C_014	やだっ！スシガミの！プリティな！\n姿に！心が！いやされる…っ！
Enemy_StgWin_C_015	奥ニアル祠ハ　我々帝国軍ガ\nイタダイテ　イクゾ…！
Enemy_StgWin_C_016	きゅぅぅん！この島のスシガミは\nみんなかわいい！ぜんぶ欲しいぞ！
Enemy_StgWin_C_017	島のスシガミからチカラを借りても\n我が帝国にはかなわんぞ！
Enemy_StgWin_C_018	おれにも…なにかを…\nだっこさせろーーー！！
Enemy_StgWin_C_019	邪魔者はいなくなった！この島でも\nスシ補完計画を進めるとしよう…！
Enemy_StgWin_C_020	サテサテ　ソレデハ　例ノ計画ヲ\n進メサセテ　モラウトシヨウ…
Enemy_StgWin_C_021	この計画は帝国の大願である！\n貴様ごときに邪魔はさせんぞ…！
Enemy_StgWin_C_022	さーて、どうやってスシガミたちを\nこの島から連れ出そうか…
Enemy_StgWin_C_023	スシガミにひとつ忠告しよう。\nネタはおんぶしたほうが楽だぞ…！
Enemy_StgWin_C_024	大切なものをだっこすることで\n愛情を表現しているわけだな！？
Enemy_StgWin_C_025	この島は未知のスシガミの宝庫！\n貴様たちに渡すわけにはいかん！
Enemy_StgLose_001	こんな子供に…\n逆にひねりつぶされるなんて～…
Enemy_StgLose_002	隊長の私が負けるなんて……\nお前… いったい何者だ…!?
Enemy_StgLose_003	レ、レーンドライブギアなんて…\nはんそくだーーーーーっ!!
Enemy_StgLose_004	スイーツ天国のチカラがあったのに\n負けたというのか…
Enemy_StgLose_005	バカな… 電撃シュートが\n効かないというのか…!?
Enemy_StgLose_006	そ、そんな…\nバリアシールドで防げないなんて…
Enemy_StgLose_007	暴走特急レーンのスピードに\nついてこられたというのか…！？
Enemy_StgLose_008	くっ…\n子供だと思って油断しました…
Enemy_StgLose_009	突撃するだけじゃ\n勝てないというのか…
Enemy_StgLose_010	くそっ…　バトルでカプセルを\nうまくいかせなかったか…
Enemy_StgLose_011	と…特殊とは…特殊レーンである\nことがバレてしまったか…
Enemy_StgLose_012	む… 無念……\n我が小隊でも止められなかったか…
Enemy_StgLose_013	負けるなんてウソだーーーーっ！\n帝国軍に入隊したっていうのに…
Enemy_StgLose_014	ブルブルッ…!?\nきゅ、急に寒くなってきた…
Enemy_StgLose_015	こんな筋肉の無いガキに\n負けるなんて…
Enemy_StgLose_016	マッチョのなかのマッチョである\nこの私がまさか負けるとは…
Enemy_StgLose_017	ぐぬう…！ 私は隊長だぞ!?\nマッチョ隊長なんだぞッ!?
Enemy_StgLose_018	うう… ちくしょーーーっ！\nクビになっちゃうじゃないかーー！
Enemy_StgLose_019	ぬぬ… スシシャッフラーを\n乗りこえたっていうのか……
Enemy_StgLose_020	スシライカー ムサシ…\nそう… あなたが……
Enemy_StgLose_021	ユーリアがしくじらなければ\nこんなコトにはならなかったのに…
Enemy_StgLose_022	ユーリアが通したからオレも\n通せってか？ チクショウめ！
Enemy_StgLose_023	ユーリアが足止めできていれば…\nこのことは小隊長に報告せねば……
Enemy_StgLose_024	く、くそ… ユーリアのせいで\n我が隊は総崩れだ……
Enemy_StgLose_025	また私の負け…？\nどこからその強さが……
Enemy_StgLose_026	ま、負けたあああ…！\n筋肉がしぼんでいく……
Enemy_StgLose_027	オ、オレの筋肉は無敵…\nムテキンニクのはずなのに……
Enemy_StgLose_028	筋肉で　ムサシを止める\n責果たせず…… ぐふ…
Enemy_StgLose_029	ムサシよ… ぜひ帝国の\n筋肉スシライカーにならないか…
Enemy_StgLose_030	仲間… この私が…？\n……ふん、バカみたい…
Enemy_StgLose_031	オ、オレ様のバキューム食いが…\nムサシ… まさかこれほどとは……
Enemy_StgLose_032	ゴホッ…！ のどが腫れてて\nスシを食べるのも一苦労だ…
Enemy_StgLose_033	ドライアイで目が乾いているんだ…\nだからこれは本当の実力じゃない…
Enemy_StgLose_034	うぅ… 鼻がつまっていて\nスシの味が分からなかった……
Enemy_StgLose_035	朝から頭がフラフラするんだ…\nやはり休んだほうがよかったか……
Enemy_StgLose_036	ウヒョ～～！\n今日もキレッキレっすね～♪
Enemy_StgLose_037	ちょっとヤダも～！\nえ～ん、バンブークさま～♪
Enemy_StgLose_038	いた～い\nお姉さん泣いちゃうよ？ え～ん
Enemy_StgLose_039	ひゃ～ん\nどうして痛いことするの～
Enemy_StgLose_040	どうしよう、負けちゃった…\nバンブークさまに怒られちゃう……
Enemy_StgLose_041	そんな～！ スシオケ地獄を\nどうやって乗り切ったんだーー!!
Enemy_StgLose_042	ぐう… こんなワサビも\n食べられないようなガキに……
Enemy_StgLose_043	負けちまったか…\nワサビ愛が足りなかったようだ……
Enemy_StgLose_044	ワサビが…\nワサビが足りねーーー!!
Enemy_StgLose_045	スシがスシである以上\nワサビは切っても切れない… ぐふ…
Enemy_StgLose_046	キョウレツ～！\nやっぱりパないっすね～♪
Enemy_StgLose_047	ちぇ～…\n私の負けか～……
Enemy_StgLose_048	あ～あ、私もバンブークさまと\nかくれんぼがしたいな～
Enemy_StgLose_049	むー！ バンブークさまに\nナデナデしてもらうからいいもん！
Enemy_StgLose_050	ムサシちゃんつよいよ～\nおんなのこには優しくね…？
Enemy_StgLose_051	オレの… オレの出世は\nどうなるんだーーー!!!
Enemy_StgLose_052	うぬぬ… 山盛りのワサビに\n打ち勝つとは、大したものじゃ…
Enemy_StgLose_053	くっ… もうじきグロムさまの\n部隊が増援に来るは…ず……
Enemy_StgLose_054	たまたま苦手なスシが\n続いたから負けたんだ…！
Enemy_StgLose_055	子供だけども要注意という\n通達は本当だったのか……
Enemy_StgLose_056	この先は強い兵がたくさんいる…\n油断しないことだな……
Enemy_StgLose_057	ヒョウ♪\nあいかわらずヨイツーですね～♪
Enemy_StgLose_058	ぐおっ！直属部隊の私を相手に\nここまでやるとは…！
Enemy_StgLose_059	おのれ… エリート部隊の\n私に恥をかかせたな…！
Enemy_StgLose_060	私に勝ったからと言って\nいい気にならないことだな…
Enemy_StgLose_061	エリート集団であるはずの\n我が隊がまさか全滅とは…
Enemy_StgLose_062	なんてことだ… 帝国軍特別製の\n電磁砲がやぶれるなんて……！
Enemy_StgLose_063	電磁砲で足止めできると\n思っていたのにーーー！
Enemy_StgLose_064	私は負けてしまったが、この付近の\n圧縮陣形を切り抜けられるかな…
Enemy_StgLose_065	これが解放戦線のムサシ…\nなんてうまそうに食べるんだ……
Enemy_StgLose_066	くっ… ここを突破しても\nこの先の電磁砲がお前を阻む…！
Enemy_StgLose_067	グロムさま、申し訳ありません…\nこの電磁砲も突破されました……
Enemy_StgLose_068	ぐ… お前を倒してスシパーティで\n祝杯をあげる予定だったのに……
Enemy_StgLose_069	ちくしょう… 腰痛さえなければ\nこんなやつ楽勝なのに……
Enemy_StgLose_070	オレだってスシが大好きなのに\n負けちまったか……
Enemy_StgLose_071	…きっと手遅れだムサシよ……\nグロムさまはもう戻られたはず…
Enemy_StgLose_072	ほう… ゴウライ相手にここまで…\nこれは嬉しい誤算というものだ
Enemy_StgLose_073	そんな…！ 徹底的に合理性を\n追求したスタイルのはずなのに……
Enemy_StgLose_074	スシ解放戦線が\nよもやここまで迫っているとは…
Enemy_StgLose_075	お前がムサシか…\n少々あなどっていたようだ……
Enemy_StgLose_076	た、たのむ…！\nトドメだけは許してくれ…!!
Enemy_StgLose_077	こ、これが…\n敗北の味…か……
Enemy_StgLose_078	ワオッ！\nシースーのムーゲーお上手ですね！
Enemy_StgLose_079	負けたからおじょうさまに\n叱られてしまう…… うふふ…♪
Enemy_StgLose_080	ああ… おじょうさま……\n負けた私を叱ってください……
Enemy_StgLose_081	よおおおし負けたあああ！\nこれで叱ってもらえるぞ!!
Enemy_StgLose_082	ふふ… おじょうさまに\n叱ってもらうために負けたのですよ
Enemy_StgLose_083	そんな～！ オレのコンボウォールを\nまさか乗り越えられるなんてーー！
Enemy_StgLose_084	赤いスシを食べると叱られる…\n赤いスシを食べると叱られる…
Enemy_StgLose_085	ソスナ様もうしわけありません…\nやはり赤いスシは強かったです……
Enemy_StgLose_086	や、やはり赤いスシも食べないと\nチカラが、で… 出ない……
Enemy_StgLose_087	ぬおっ！？\nめ、目の前に赤いスシが……
Enemy_StgLose_088	シースー　マイウー！\nガトアリでした～♪
Enemy_StgLose_089	おじょうさまのスイーツタイムを\n邪魔させる…わけには……
Enemy_StgLose_090	おじょうさまのエステタイム…\n本当は私も同席したいのだッ…！
Enemy_StgLose_091	わ、わたしだって本当は…\n赤いスシを食べたいんです……
Enemy_StgLose_092	お、おみごと…\nあなたならソスナさまを……
Enemy_StgLose_093	オレになんのうらみが\nあるんだーーっ！ うわーーん!!
Enemy_StgLose_094	ちっ… ヒカリノコロモが\nまさかやぶられるなんてね……
Enemy_StgLose_095	この先に進んだとしても\n雪だるまになるだけだぞ…！
Enemy_StgLose_096	負けたので、さっさと戻って\n暖まろうと思うのである!!
Enemy_StgLose_097	寒いし、ムサシには負けるし！\nなんなんだ今日は!!
Enemy_StgLose_098	寒さには負けなかったのに\nムサシに負けたーーー!!
Enemy_StgLose_099	こんな寒い地にまで来て\nまたも、ひねりつぶされるなんて～
Enemy_StgLose_100	さっきまでなんともなかったのに\n急に寒くなったように感じる……
Enemy_StgLose_101	す、すこしは筋肉が\n付いたようだな……
Enemy_StgLose_102	マッチョのなかのマッチョである\n私がまたもや負けるとは……
Enemy_StgLose_103	マッチョ部隊をまたも破るとは\nムサシ、お前こそ真のマッチョだ！
Enemy_StgLose_104	お前が「もと」とか言うから\n気が抜けてしまったではないか…
Enemy_StgLose_105	くそーー!! ワサビの訓練を\n受けたのに、また負けたーーー!!
Enemy_StgLose_106	ムサシにまた負けた…\nああ… また筋肉がしぼんでいく……
Enemy_StgLose_107	無敵の筋肉ムテキンニクも\nもはやここまでか……
Enemy_StgLose_108	スシライカー 実は筋肉\n関係ない？ ……ぐふ…
Enemy_StgLose_109	何度でもスカウトするぞムサシ！\n筋肉スシライカーにならないか…？
Enemy_StgLose_110	侵入者を排除するつもりが\n私が排除されてしまうとは…
Enemy_StgLose_111	バ、バキューム力が足りねえ…\nもっと… もっとプロテインを……
Enemy_StgLose_112	よくぞ私を倒した…\nだが私はこの部隊の中でも最弱……
Enemy_StgLose_113	やぶれてしまったが、まあ当然か…\nだってボクは部隊の中で最弱だし…
Enemy_StgLose_114	突破されたけど、しかたないか…\nなぜってオレは部隊で最弱だし……
Enemy_StgLose_115	負けたか… なんたって隊長のオレが\n一番弱いから、しかたないよな……
Enemy_StgLose_116	ムサシさんとのシースーのムーゲー\n毎回チョー楽しいっす～♪
Enemy_StgLose_117	オレはやられてしまったが\n次のルツコイは強いぞ……
Enemy_StgLose_118	ま、負けた… だがこの奥の\nマツイが勝ってくれるはずだ…
Enemy_StgLose_119	ぐぬ… やぶれてしまうとは…\nあとは隊長に任せるとしよう……
Enemy_StgLose_120	隊長のオレが負けた場合\n次は誰を頼ればいいんだ…
Enemy_StgLose_121	た、たいちょ～…\n電磁砲、突破されました～……
Enemy_StgLose_122	負けた… アブリコス隊みたいに\nマッチョ路線に変えてみようかな…
Enemy_StgLose_123	くっ… バンブーク隊のように\nワサビで攻めればよかったか…
Enemy_StgLose_124	うう… ソスナ隊みたいに赤いスシを\n制限するスタイルなら勝てたかな…
Enemy_StgLose_125	ぐぬっ… やはりグロム隊のような\nエレガントさが足りないのか……
Enemy_StgLose_126	みごとな「スシ筋」です…\nさすがは… グロムさまの……
Enemy_StgLose_127	スシに捧げた我が信念…\nグロムさまとともにありッ！
Enemy_StgLose_128	グロムさまの血筋が作りだす\n「スシ筋」がこれほど美しいとは…
Enemy_StgLose_129	我ら精鋭部隊をも圧倒するとは…\n迷いの無い「スシ筋」……
Enemy_StgLose_130	もはや電磁砲ごときでは\nムサシさまは止められない…か…
Enemy_StgLose_131	ムサシ… よくぞ父を打ち倒した…\nまさかお前にスシを教わるとはな…
Enemy_StgLose_132	ムサシ…\nココマデ ヤッテ来ルナンテ……
Enemy_StgLose_133	トマレ ムサシ…\nコノ先ハ 行キ止マリダ……
Enemy_StgLose_134	ココヲ 守レナカッタ…\nココヲ 守レナカッタ… ココヲ…
Enemy_StgLose_135	グラードサマ 申シ訳アリマセン\n失態ハ コノ身デ……
Enemy_StgLose_136	ムサシさんとパイセンのコンビ\nマジでパないっすね～！！
Enemy_StgLose_137	子供ノ クセニ\n図ニ乗リオッテ……
Enemy_StgLose_138	ソノ 小サナ 体ノ\nドコニ ソンナチカラガ…
Enemy_StgLose_139	アア… グラードサマノ\nスシ補完計画ガ 崩レテユク…
Enemy_StgLose_140	グラードサマノ トコロマデ\n進マレル ワケニハ……
Enemy_StgLose_141	オ、オノレ… 帝国デ スシヲ\n独占スル 計画ガ……
Enemy_StgLose_142	不覚… ジュウベエニモ\n先ニ 行カレテ シマッタ…
Enemy_StgLose_143	ナゼダ… スシヲ タラフク食ベル\n至高ノ未来ガ アルハズナノニ…
Enemy_StgLose_144	グラード… サマ… ニハ…\n一歩モ…… 近ヅカセ…… ン……
Enemy_StgLose_145	どうして… スシはボクのもの…\nキミのスシもボクのもののはず……
Enemy_StgLose_146	なぜ… なぜキミは笑って…\n笑ってスシを食べるんだ……
Enemy_StgLose_197	うぐっ… キサマからその石を\n奪うことさえできれば……
Enemy_StgLose_198	いしを… ゆずってくれるという\n意思は… ないのか……
Enemy_StgLose_199	ぬう… このままでは例の神社まで\nたどり着かれてしまう…
Enemy_StgLose_200	いったいどこからこの先の神社の\n情報を聞きつけてきたんだ…
Enemy_StgLose_201	我がマッチョをもろともしない…\nまさかキサマが真のマッチョ!?
Enemy_StgLose_202	マッチョ～マッチョ～体操～♪\nさあムサシくんも一緒に!!
Enemy_StgLose_203	隊長におまえが部隊で一番強いと\n言ってもらったのに、負けるとは…
Enemy_StgLose_204	部隊で最強の兵は私だと隊長に\n言ってもらえたのに、ちくしょう…
Enemy_StgLose_205	隊長から部隊最強兵士の称号を\nもらったのに、負けるなんて…
Enemy_StgLose_206	ほめて伸ばした部下たちは全滅か…\nだがギアは我々帝国の手に……
Enemy_StgLose_209	このあたりは警備も厳重だ…\nキサマに切り抜けられるかな……
Enemy_StgLose_210	なぜ帝国のこんな奥地に現れた…\nまさか発明のウワサは本当なのか…
Enemy_StgLose_211	ぐっ… キサマまさか\nこの先の軍事施設に……
Enemy_StgLose_212	ぐぬうっ… 帝国の偉大な発明を\n邪魔されるわけには……
Enemy_StgLose_213	隊長におまえは部隊で最弱だと\n言われ、自分なりに頑張ったんだ…
Enemy_StgLose_214	私が部隊で一番弱いと隊長に言われ\n必死に食らいついていたんだ…
Enemy_StgLose_215	部隊最弱兵士の称号を隊長に授かり\n汚名返上のつもりで奮闘したのに…
Enemy_StgLose_216	尻をたたいて育てた部下は全滅か…\n本当は私が一番弱かったのかもな…
Enemy_StgLose_217	電磁砲まで突破されてしまった…\n施設に攻め込まれてしまう……
Enemy_StgLose_218	くそう… 実験装置まで壊されて\nこの施設の存続が……
Enemy_StgLose_219	マ、マサカ… 本当にチカラずくで\nギアをうばわれる…… ナンテ……
Enemy_StgLose_221	レアスシガミはトップシークレット\nキサマに教えたりなど……
Enemy_StgLose_222	この先にはなにも無いぞ…！\n頼むから引き返してくれえぇ！
Enemy_StgLose_223	ここを通してしまったら隊長に\nしかられてしまうではないか…
Enemy_StgLose_224	くっ… ゴクオウとの\n契約の皿をやられちまうとは…
Enemy_StgLose_225	きゃう～ん…\n痛い目にあわされちゃった…
Enemy_StgLose_226	ううう… スシバトルよりも\nおねえさんと海で遊ぼうよう？
Enemy_StgLose_227	え～ん… この先には誰も通すな\nって隊長に言われてたのに～
Enemy_StgLose_228	ぶんどりシールドを乗り切るなんて\nムサシちゃん、恐ろしい子…！
Enemy_StgLose_233	おじょうさまからのせっかくの\nご命令を遂行できないなんて…
Enemy_StgLose_234	バトルに負けようとも、赤いスシは\n食べないのがソスナ隊のスタイル…
Enemy_StgLose_235	我々がバトルで時間をかせげば\nおじょうさまはエステに行ける…
Enemy_StgLose_236	そ、そんな… 本当に\nおじょうさまはもうここには……
Enemy_StgLose_237	うう… ここへの道はソスナさまの\n部隊が封鎖していたはずなのに……
Enemy_StgLose_238	この先に… この先に進ませる\nわけにはいかないんだあああ…！
Enemy_StgLose_239	あっちで不思議な生き物を見たぞ！\n行ってみたらどうだ!?
Enemy_StgLose_240	くっ… 出遅れたうえに\nスシバトルにも負けてしまうとは…
Enemy_StgLose_249	ぐっ… さすがの強さだ…\nスシガミはどうだ…？
Enemy_StgLose_250	これだけ派手にスシバトルをすれば\nスシガミもひょっこり現れるはず…
Enemy_StgLose_251	スシガミを呼ぶためとは言え\n連戦連勝の快進撃はさすがだな…
Enemy_StgLose_252	行方不明のスシガミを見つけたのに\n肝心のスシバトルで負けるとは…
Enemy_StgLose_253	なぜだムサシ…\nなぜこの先に進もうとする……
Enemy_StgLose_254	うっかりしゃべってしまったのが\n運の尽きだったか……
Enemy_StgLose_255	スシガミがいそうなところには\nどこにでも現れるなムサシ…
Enemy_StgLose_256	うう… 寒い寒い……\nこの寒さにうんざりしていたんだ…
Enemy_StgLose_257	この雪でほこらも埋もれている…\nキサマに見つけられるかな……
Enemy_StgLose_258	くうっ… キサマが見つけたほこらだ\nキサマの好きにしたらいい……
Enemy_StgLose_259	久々のスシバトルだったが…\nやはり腕がなまっていたか…！
Enemy_StgLose_260	毎日あまりにも暇すぎる我が隊は\n身を隠す訓練が流行っているのだ…
Enemy_StgLose_261	ぐっ… こんなところで倒れたら\nオニに見つかるではないか……
Enemy_StgLose_262	もっ、も～い～か～い…\nぐふッ…ダメだ…大きい声が出ぬ…
Enemy_StgLose_263	あたしがスカッとしたいのに\nキミにスカッとされちゃうなんて…
Enemy_StgLose_264	強いねえ…キミとバトルをすると\nボクの筋肉も共鳴するようだよ！！
Enemy_StgLose_265	のどかな風景と汗がしたたる筋肉…\nみごとな調和だと思わないかね！？
Enemy_StgLose_266	ほこらの調査もしないとだけど\n筋トレを優先しちゃうんだよね！！
Enemy_StgLose_267	ぐおっ…ただでさえ筋肉が１名\n行方不明で大変だというのに……
Enemy_StgLose_268	私はスシとマッチョを極め…\n……ん？ オ、オレはなにを……
Enemy_StgLose_269	なぜだムサシ… なぜ我々を\n倒してまで進もうとする……
Enemy_StgLose_270	やんちゃなだけではないようだな…\nいいだろう、ここはゆずってやる
Enemy_StgLose_271	ギギ…カメレサツノ　チカラガ\nマケルナンテ…
Enemy_StgLose_272	ほう？　見違えるようなスシ筋…\nなにがあったのか興味がありますね
Enemy_StgLose_273	はう～ん…ひっど～い！！\nおねえさん痛いのはキライよ？
Enemy_StgLose_274	なんだかチョ～強くないですか？\nムサシさん一皮むけちゃいました？
Enemy_StgLose_275	聞いてないぞムサシ！\nいつの間にこんなに強くなった！！
