\database\database_area.msbt
areaName_area01	{r[きょうわこく]}共和国{/r}
Enemy_StgLose_009	{r[とつげき]}突撃{/r}するだけじゃ\n{r[か]}勝{/r}てないというのか…
Enemy_StgLose_010	くそっ…　バトルでカプセルを\nうまくいかせなかったか…
Enemy_StgLose_011	と…{r[とくしゅ]}特殊{/r}とは…{r[とくしゅ]}特殊{/r}レーンである\nことがバレてしまったか…
Enemy_StgLose_012	む… {r[むねん]}無念{/r}……\n{r[わ]}我{/r}が{r[しょうたい]}小隊{/r}でも{r[と]}止{/r}められなかったか…
Enemy_StgLose_013	{r[ま]}負{/r}けるなんてウソだーーーーっ！\n{r[ていこくぐん]}帝国軍{/r}に{r[にゅうたい]}入隊{/r}したっていうのに…
Enemy_StgLose_014	ブルブルッ…!?\nきゅ、{r[きゅう]}急{/r}に{r[さむ]}寒{/r}くなってきた…
Enemy_StgLose_015	こんな{r[きんにく]}筋肉{/r}の{r[な]}無{/r}いガキに\n{r[ま]}負{/r}けるなんて…
Enemy_StgLose_016	マッチョのなかのマッチョである\nこの{r[わたし]}私{/r}がまさか{r[ま]}負{/r}けるとは…
Enemy_StgLose_017	ぐぬう…！ {r[わたし]}私{/r}は{r[たいちょう]}隊長{/r}だぞ!?\nマッチョ{r[たいちょう]}隊長{/r}なんだぞッ!?
Enemy_StgLose_018	うう… ちくしょーーーっ！\nクビになっちゃうじゃないかーー！
Enemy_StgLose_019	ぬぬ… スシシャッフラーを\n{r[の]}乗{/r}りこえたっていうのか……
Enemy_StgLose_020	スシライカー ムサシ…\nそう… あなたが……
Enemy_StgLose_021	ユーリアがしくじらなければ\nこんなコトにはならなかったのに…
Enemy_StgLose_022	ユーリアが{r[とお]}通{/r}したからオレも\n{r[とお]}通{/r}せってか？ チクショウめ！
Enemy_StgLose_023	ユーリアが{r[あしど]}足止{/r}めできていれば…\nこのことは{r[しょうたいちょう]}小隊長{/r}に{r[ほうこく]}報告{/r}せねば……
Enemy_StgLose_024	く、くそ… ユーリアのせいで\n{r[わ]}我{/r}が{r[たい]}隊{/r}は{r[そうくず]}総崩{/r}れだ……
Enemy_StgLose_025	また{r[わたし]}私{/r}の{r[ま]}負{/r}け…？\nどこからその{r[つよ]}強{/r}さが……
Enemy_StgLose_026	ま、{r[ま]}負{/r}けたあああ…！\n{r[きんにく]}筋肉{/r}がしぼんでいく……
Enemy_StgLose_027	オ、オレの{r[きんにく]}筋肉{/r}は{r[むてき]}無敵{/r}…\nムテキンニクのはずなのに……
Enemy_StgLose_028	{r[きんにく]}筋肉{/r}で　ムサシを{r[と]}止{/r}める\n{r[せき]}責{/r}{r[は]}果{/r}たせず…… ぐふ…
Enemy_StgLose_029	ムサシよ… ぜひ{r[ていこく]}帝国{/r}の\n{r[きんにく]}筋肉{/r}スシライカーにならないか…
Enemy_StgLose_030	{r[なかま]}仲間{/r}… この{r[わたし]}私{/r}が…？\n……ふん、バカみたい…
Enemy_StgLose_031	オ、オレ{r[さま]}様{/r}のバキューム{r[ぐ]}食{/r}いが…\nムサシ… まさかこれほどとは……
Enemy_StgLose_032	ゴホッ…！ のどが{r[は]}腫{/r}れてて\nスシを{r[た]}食{/r}べるのも{r[ひとくろう]}一苦労{/r}だ…
Enemy_StgLose_033	ドライアイで{r[め]}目{/r}が{r[かわ]}乾{/r}いているんだ…\nだからこれは{r[ほんとう]}本当{/r}の{r[じつりょく]}実力{/r}じゃない…
Enemy_StgLose_034	うぅ… {r[はな]}鼻{/r}がつまっていて\nスシの{r[あじ]}味{/r}が{r[わ]}分{/r}からなかった……
Enemy_StgLose_035	{r[あさ]}朝{/r}から{r[あたま]}頭{/r}がフラフラするんだ…\nやはり{r[やす]}休{/r}んだほうがよかったか……
Enemy_StgLose_036	ウヒョ～～！\n{r[きょう]}今日{/r}もキレッキレっすね～♪
Enemy_StgLose_037	ちょっとヤダも～！\nえ～ん、バンブークさま～♪
Enemy_StgLose_038	いた～い\nお{r[ねえ]}姉{/r}さん{r[な]}泣{/r}いちゃうよ？ え～ん
Enemy_StgLose_039	ひゃ～ん\nどうして{r[いた]}痛{/r}いことするの～
Enemy_StgLose_040	どうしよう、{r[ま]}負{/r}けちゃった…\nバンブークさまに{r[おこ]}怒{/r}られちゃう……
Enemy_StgLose_041	そんな～！ スシオケ{r[じごく]}地獄{/r}を\nどうやって{r[の]}乗{/r}り{r[き]}切{/r}ったんだーー!!
Enemy_StgLose_042	ぐう… こんなワサビも\n{r[た]}食{/r}べられないようなガキに……
Enemy_StgLose_043	{r[ま]}負{/r}けちまったか…\nワサビ{r[あい]}愛{/r}が{r[た]}足{/r}りなかったようだ……
Enemy_StgLose_044	ワサビが…\nワサビが{r[た]}足{/r}りねーーー!!
Enemy_StgLose_045	スシがスシである{r[いじょう]}以上{/r}\nワサビは{r[き]}切{/r}っても{r[き]}切{/r}れない… ぐふ…
Enemy_StgLose_046	キョウレツ～！\nやっぱりパないっすね～♪
Enemy_StgLose_047	ちぇ～…\n{r[わたし]}私{/r}の{r[ま]}負{/r}けか～……
Enemy_StgLose_048	あ～あ、{r[わたし]}私{/r}もバンブークさまと\nかくれんぼがしたいな～
Enemy_StgLose_049	むー！ バンブークさまに\nナデナデしてもらうからいいもん！
Enemy_StgLose_050	ムサシちゃんつよいよ～\nおんなのこには{r[やさ]}優{/r}しくね…？
Enemy_StgLose_051	オレの… オレの{r[しゅっせ]}出世{/r}は\nどうなるんだーーー!!!
Enemy_StgLose_052	うぬぬ… {r[やまも]}山盛{/r}りのワサビに\n{r[う]}打{/r}ち{r[か]}勝{/r}つとは、{r[たい]}大{/r}したものじゃ…
Enemy_StgLose_053	くっ… もうじきグロムさまの\n{r[ぶたい]}部隊{/r}が{r[ぞうえん]}増援{/r}に{r[く]}来{/r}るは…ず……
Enemy_StgLose_054	たまたま{r[にがて]}苦手{/r}なスシが\n{r[つづ]}続{/r}いたから{r[ま]}負{/r}けたんだ…！
Enemy_StgLose_055	{r[こども]}子供{/r}だけども{r[ようちゅうい]}要注意{/r}という\n{r[つうたつ]}通達{/r}は{r[ほんとう]}本当{/r}だったのか……
Enemy_StgLose_056	この{r[さき]}先{/r}は{r[つよ]}強{/r}い{r[へい]}兵{/r}がたくさんいる…\n{r[ゆだん]}油断{/r}しないことだな……
Enemy_StgLose_057	ヒョウ♪\nあいかわらずヨイツーですね～♪
Enemy_StgLose_058	ぐおっ！{r[ちょくぞくぶたい]}直属部隊{/r}の{r[わたし]}私{/r}を{r[あいて]}相手{/r}に\nここまでやるとは…！
Enemy_StgLose_059	おのれ… エリート{r[ぶたい]}部隊{/r}の\n{r[わたし]}私{/r}に{r[はじ]}恥{/r}をかかせたな…！
Enemy_StgLose_060	{r[わたし]}私{/r}に{r[か]}勝{/r}ったからと{r[い]}言{/r}って\nいい{r[き]}気{/r}にならないことだな…
Enemy_StgLose_061	エリート{r[しゅうだん]}集団{/r}であるはずの\n{r[わ]}我{/r}が{r[たい]}隊{/r}がまさか{r[ぜんめつ]}全滅{/r}とは…
Enemy_StgLose_062	なんてことだ… {r[ていこくぐん]}帝国軍{/r}{r[とくべつせい]}特別製{/r}の\n{r[でんじほう]}電磁砲{/r}がやぶれるなんて……！
Enemy_StgLose_063	{r[でんじほう]}電磁砲{/r}で{r[あしど]}足止{/r}めできると\n{r[おも]}思{/r}っていたのにーーー！
Enemy_StgLose_064	{r[わたし]}私{/r}は{r[ま]}負{/r}けてしまったが、この{r[ふきん]}付近{/r}の\n{r[あっしゅくじんけい]}圧縮陣形{/r}を{r[き]}切{/r}り{r[ぬ]}抜{/r}けられるかな…
Enemy_StgLose_065	これが{r[かいほうせんせん]}解放戦線{/r}のムサシ…\nなんてうまそうに{r[た]}食{/r}べるんだ……
Enemy_StgLose_066	くっ… ここを{r[とっぱ]}突破{/r}しても\nこの{r[さき]}先{/r}の{r[でんじほう]}電磁砲{/r}がお{r[まえ]}前{/r}を{r[はば]}阻{/r}む…！
Enemy_StgLose_067	グロムさま、{r[もう]}申{/r}し{r[わけ]}訳{/r}ありません…\nこの{r[でんじほう]}電磁砲{/r}も{r[とっぱ]}突破{/r}されました……
Enemy_StgLose_068	ぐ… お{r[まえ]}前{/r}を{r[たお]}倒{/r}してスシパーティで\n{r[しゅくはい]}祝杯{/r}をあげる{r[よてい]}予定{/r}だったのに……
Enemy_StgLose_069	ちくしょう… {r[ようつう]}腰痛{/r}さえなければ\nこんなやつ{r[らくしょう]}楽勝{/r}なのに……
Enemy_StgLose_070	オレだってスシが{r[だいす]}大好{/r}きなのに\n{r[ま]}負{/r}けちまったか……
Enemy_StgLose_071	…きっと{r[ておく]}手遅{/r}れだムサシよ……\nグロムさまはもう{r[もど]}戻{/r}られたはず…
Enemy_StgLose_072	ほう… ゴウライ{r[あいて]}相手{/r}にここまで…\nこれは{r[うれ]}嬉{/r}しい{r[ごさん]}誤算{/r}というものだ
Enemy_StgLose_073	そんな…！ {r[てっていてき]}徹底的{/r}に{r[ごうりせい]}合理性{/r}を\n{r[ついきゅう]}追求{/r}したスタイルのはずなのに……
Enemy_StgLose_074	スシ{r[かいほうせんせん]}解放戦線{/r}が\nよもやここまで{r[せま]}迫{/r}っているとは…
Enemy_StgLose_075	お{r[まえ]}前{/r}がムサシか…\n{r[しょうしょう]}少々{/r}あなどっていたようだ……
Enemy_StgLose_076	た、たのむ…！\nトドメだけは{r[ゆる]}許{/r}してくれ…!!
Enemy_StgLose_077	こ、これが…\n{r[はいぼく]}敗北{/r}の{r[あじ]}味{/r}…か……
Enemy_StgLose_078	ワオッ！\nシースーのムーゲーお{r[じょうず]}上手{/r}ですね！
Enemy_StgLose_079	{r[ま]}負{/r}けたからおじょうさまに\n{r[しか]}叱{/r}られてしまう…… うふふ…♪
Enemy_StgLose_080	ああ… おじょうさま……\n{r[ま]}負{/r}けた{r[わたし]}私{/r}を{r[しか]}叱{/r}ってください……
Enemy_StgLose_081	よおおおし{r[ま]}負{/r}けたあああ！\nこれで{r[しか]}叱{/r}ってもらえるぞ!!
Enemy_StgLose_082	ふふ… おじょうさまに\n{r[しか]}叱{/r}ってもらうために{r[ま]}負{/r}けたのですよ
Enemy_StgLose_083	そんな～！ オレのコンボウォールを\nまさか{r[の]}乗{/r}り{r[こ]}越{/r}えられるなんてーー！
Enemy_StgLose_084	{r[あか]}赤{/r}いスシを{r[た]}食{/r}べると{r[しか]}叱{/r}られる…\n{r[あか]}赤{/r}いスシを{r[た]}食{/r}べると{r[しか]}叱{/r}られる…
Enemy_StgLose_085	ソスナ{r[さま]}様{/r}もうしわけありません…\nやはり{r[あか]}赤{/r}いスシは{r[つよ]}強{/r}かったです……
Enemy_StgLose_086	や、やはり{r[あか]}赤{/r}いスシも{r[た]}食{/r}べないと\nチカラが、で… {r[で]}出{/r}ない……
Enemy_StgLose_087	ぬおっ！？\nめ、{r[め]}目{/r}の{r[まえ]}前{/r}に{r[あか]}赤{/r}いスシが……
Enemy_StgLose_088	シースー　マイウー！\nガトアリでした～♪
Enemy_StgLose_089	おじょうさまのスイーツタイムを\n{r[じゃま]}邪魔{/r}させる…わけには……
Enemy_StgLose_090	おじょうさまのエステタイム…\n{r[ほんとう]}本当{/r}は{r[わたし]}私{/r}も{r[どうせき]}同席{/r}したいのだッ…！
Enemy_StgLose_091	わ、わたしだって{r[ほんとう]}本当{/r}は…\n{r[あか]}赤{/r}いスシを{r[た]}食{/r}べたいんです……
Enemy_StgLose_092	お、おみごと…\nあなたならソスナさまを……
Enemy_StgLose_093	オレになんのうらみが\nあるんだーーっ！ うわーーん!!
Enemy_StgLose_094	ちっ… ヒカリノコロモが\nまさかやぶられるなんてね……
Enemy_StgLose_095	この{r[さき]}先{/r}に{r[すす]}進{/r}んだとしても\n{r[ゆき]}雪{/r}だるまになるだけだぞ…！
Enemy_StgLose_096	{r[ま]}負{/r}けたので、さっさと{r[もど]}戻{/r}って\n{r[あたた]}暖{/r}まろうと{r[おも]}思{/r}うのである!!
Enemy_StgLose_097	{r[さむ]}寒{/r}いし、ムサシには{r[ま]}負{/r}けるし！\nなんなんだ{r[きょう]}今日{/r}は!!
Enemy_StgLose_098	{r[さむ]}寒{/r}さには{r[ま]}負{/r}けなかったのに\nムサシに{r[ま]}負{/r}けたーーー!!
Enemy_StgLose_099	こんな{r[さむ]}寒{/r}い{r[ち]}地{/r}にまで{r[き]}来{/r}て\nまたも、ひねりつぶされるなんて～
Enemy_StgLose_100	さっきまでなんともなかったのに\n{r[きゅう]}急{/r}に{r[さむ]}寒{/r}くなったように{r[かん]}感{/r}じる……
Enemy_StgLose_101	す、すこしは{r[きんにく]}筋肉{/r}が\n{r[つ]}付{/r}いたようだな……
Enemy_StgLose_102	マッチョのなかのマッチョである\n{r[わたし]}私{/r}がまたもや{r[ま]}負{/r}けるとは……
Enemy_StgLose_103	マッチョ{r[ぶたい]}部隊{/r}をまたも{r[やぶ]}破{/r}るとは\nムサシ、お{r[まえ]}前{/r}こそ{r[しん]}真{/r}のマッチョだ！
Enemy_StgLose_104	お{r[まえ]}前{/r}が「もと」とか{r[い]}言{/r}うから\n{r[き]}気{/r}が{r[ぬ]}抜{/r}けてしまったではないか…
Enemy_StgLose_105	くそーー!! ワサビの{r[くんれん]}訓練{/r}を\n{r[う]}受{/r}けたのに、また{r[ま]}負{/r}けたーーー!!
Enemy_StgLose_106	ムサシにまた{r[ま]}負{/r}けた…\nああ… また{r[きんにく]}筋肉{/r}がしぼんでいく……
Enemy_StgLose_107	{r[むてき]}無敵{/r}の{r[きんにく]}筋肉{/r}ムテキンニクも\nもはやここまでか……
Enemy_StgLose_108	スシライカー {r[じつ]}実{/r}は{r[きんにく]}筋肉{/r}\n{r[かんけい]}関係{/r}ない？ ……ぐふ…
Enemy_StgLose_109	{r[なんど]}何度{/r}でもスカウトするぞムサシ！\n{r[きんにく]}筋肉{/r}スシライカーにならないか…？
Enemy_StgLose_110	{r[しんにゅうしゃ]}侵入者{/r}を{r[はいじょ]}排除{/r}するつもりが\n{r[わたし]}私{/r}が{r[はいじょ]}排除{/r}されてしまうとは…
Enemy_StgLose_111	バ、バキューム{r[りょく]}力{/r}が{r[た]}足{/r}りねえ…\nもっと… もっとプロテインを……
Enemy_StgLose_112	よくぞ{r[わたし]}私{/r}を{r[たお]}倒{/r}した…\nだが{r[わたし]}私{/r}はこの{r[ぶたい]}部隊{/r}の{r[なか]}中{/r}でも{r[さいじゃく]}最弱{/r}……
Enemy_StgLose_113	やぶれてしまったが、まあ{r[とうぜん]}当然{/r}か…\nだってボクは{r[ぶたい]}部隊{/r}の{r[なか]}中{/r}で{r[さいじゃく]}最弱{/r}だし…
Enemy_StgLose_114	{r[とっぱ]}突破{/r}されたけど、しかたないか…\nなぜってオレは{r[ぶたい]}部隊{/r}で{r[さいじゃく]}最弱{/r}だし……
Enemy_StgLose_115	{r[ま]}負{/r}けたか… なんたって{r[たいちょう]}隊長{/r}のオレが\n{r[いちばん]}一番{/r}{r[よわ]}弱{/r}いから、しかたないよな……
Enemy_StgLose_116	ムサシさんとのシースーのムーゲー\n{r[まいかい]}毎回{/r}チョー{r[たの]}楽{/r}しいっす～♪
Enemy_StgLose_117	オレはやられてしまったが\n{r[つぎ]}次{/r}のルツコイは{r[つよ]}強{/r}いぞ……
Enemy_StgLose_118	ま、{r[ま]}負{/r}けた… だがこの{r[おく]}奥{/r}の\nマツイが{r[か]}勝{/r}ってくれるはずだ…
Enemy_StgLose_119	ぐぬ… やぶれてしまうとは…\nあとは{r[たいちょう]}隊長{/r}に{r[まか]}任{/r}せるとしよう……
Enemy_StgLose_120	{r[たいちょう]}隊長{/r}のオレが{r[ま]}負{/r}けた{r[ばあい]}場合{/r}\n{r[つぎ]}次{/r}は{r[だれ]}誰{/r}を{r[たよ]}頼{/r}ればいいんだ…
Enemy_StgLose_121	た、たいちょ～…\n{r[でんじほう]}電磁砲{/r}、{r[とっぱ]}突破{/r}されました～……
Enemy_StgLose_122	{r[ま]}負{/r}けた… アブリコス{r[たい]}隊{/r}みたいに\nマッチョ{r[ろせん]}路線{/r}に{r[か]}変{/r}えてみようかな…
Enemy_StgLose_123	くっ… バンブーク{r[たい]}隊{/r}のように\nワサビで{r[せ]}攻{/r}めればよかったか…
Enemy_StgLose_124	うう… ソスナ{r[たい]}隊{/r}みたいに{r[あか]}赤{/r}いスシを\n{r[せいげん]}制限{/r}するスタイルなら{r[か]}勝{/r}てたかな…
Enemy_StgLose_125	ぐぬっ… やはりグロム{r[たい]}隊{/r}のような\nエレガントさが{r[た]}足{/r}りないのか……
Enemy_StgLose_126	みごとな「スシ{r[すじ]}筋{/r}」です…\nさすがは… グロムさまの……
Enemy_StgLose_127	スシに{r[ささ]}捧{/r}げた{r[わ]}我{/r}が{r[しんねん]}信念{/r}…\nグロムさまとともにありッ！
Enemy_StgLose_128	グロムさまの{r[ちすじ]}血筋{/r}が{r[つく]}作{/r}りだす\n「スシ{r[すじ]}筋{/r}」がこれほど{r[うつく]}美{/r}しいとは…
Enemy_StgLose_129	{r[われ]}我{/r}ら{r[せいえいぶたい]}精鋭部隊{/r}をも{r[あっとう]}圧倒{/r}するとは…\n{r[まよ]}迷{/r}いの{r[な]}無{/r}い「スシ{r[すじ]}筋{/r}」……
Enemy_StgLose_130	もはや{r[でんじほう]}電磁砲{/r}ごときでは\nムサシさまは{r[と]}止{/r}められない…か…
Enemy_StgLose_131	ムサシ… よくぞ{r[ちち]}父{/r}を{r[う]}打{/r}ち{r[たお]}倒{/r}した…\nまさかお{r[まえ]}前{/r}にスシを{r[おそ]}教{/r}わるとはな…
Enemy_StgLose_132	ムサシ…\nココマデ ヤッテ{r[く]}来{/r}ルナンテ……
Enemy_StgLose_133	トマレ ムサシ…\nコノ{r[さき]}先{/r}ハ {r[い]}行{/r}キ{r[ど]}止{/r}マリダ……
Enemy_StgLose_134	ココヲ {r[まも]}守{/r}レナカッタ…\nココヲ {r[まも]}守{/r}レナカッタ… ココヲ…
Enemy_StgLose_135	グラードサマ {r[もう]}申{/r}シ{r[わけ]}訳{/r}アリマセン\n{r[しったい]}失態{/r}ハ コノ{r[み]}身{/r}デ……
Enemy_StgLose_136	ムサシさんとパイセンのコンビ\nマジでパないっすね～！！
Enemy_StgLose_137	{r[こども]}子供{/r}ノ クセニ\n{r[ず]}図{/r}ニ{r[の]}乗{/r}リオッテ……
Enemy_StgLose_138	ソノ {r[ちい]}小{/r}サナ {r[からだ]}体{/r}ノ\nドコニ ソンナチカラガ…
Enemy_StgLose_139	アア… グラードサマノ\nスシ{r[ほかんけいかく]}補完計画{/r}ガ {r[くず]}崩{/r}レテユク…
Enemy_StgLose_140	グラードサマノ トコロマデ\n{r[すす]}進{/r}マレル ワケニハ……
Enemy_StgLose_141	オ、オノレ… {r[ていこく]}帝国{/r}デ スシヲ\n{r[どくせん]}独占{/r}スル {r[けいかく]}計画{/r}ガ……
Enemy_StgLose_142	{r[ふかく]}不覚{/r}… ジュウベエニモ\n{r[さき]}先{/r}ニ {r[い]}行{/r}カレテ シマッタ…
Enemy_StgLose_143	ナゼダ… スシヲ タラフク{r[た]}食{/r}ベル\n{r[しこう]}至高{/r}ノ{r[みらい]}未来{/r}ガ アルハズナノニ…
Enemy_StgLose_144	グラード… サマ… ニハ…\n{r[いっぽ]}一歩{/r}モ…… {r[ちか]}近{/r}ヅカセ…… ン……
Enemy_StgLose_145	どうして… スシはボクのもの…\nキミのスシもボクのもののはず……
Enemy_StgLose_146	なぜ… なぜキミは{r[わら]}笑{/r}って…\n{r[わら]}笑{/r}ってスシを{r[た]}食{/r}べるんだ……
Enemy_StgLose_197	うぐっ… キサマからその{r[いし]}石{/r}を\n{r[うば]}奪{/r}うことさえできれば……
Enemy_StgLose_198	いしを… ゆずってくれるという\n{r[いし]}意思{/r}は… ないのか……
Enemy_StgLose_199	ぬう… このままでは{r[れい]}例{/r}の{r[じんじゃ]}神社{/r}まで\nたどり{r[つ]}着{/r}かれてしまう…
Enemy_StgLose_200	いったいどこからこの{r[さき]}先{/r}の{r[じんじゃ]}神社{/r}の\n{r[じょうほう]}情報{/r}を{r[き]}聞{/r}きつけてきたんだ…
Enemy_StgLose_201	{r[わ]}我{/r}がマッチョをもろともしない…\nまさかキサマが{r[しん]}真{/r}のマッチョ!?
Enemy_StgLose_202	マッチョ～マッチョ～{r[たいそう]}体操{/r}～♪\nさあムサシくんも{r[いっしょ]}一緒{/r}に!!
Enemy_StgLose_203	{r[たいちょう]}隊長{/r}におまえが{r[ぶたい]}部隊{/r}で{r[いちばん]}一番{/r}{r[つよ]}強{/r}いと\n{r[い]}言{/r}ってもらったのに、{r[ま]}負{/r}けるとは…
Enemy_StgLose_204	{r[ぶたい]}部隊{/r}で{r[さいきょう]}最強{/r}の{r[へい]}兵{/r}は{r[わたし]}私{/r}だと{r[たいちょう]}隊長{/r}に\n{r[い]}言{/r}ってもらえたのに、ちくしょう…
Enemy_StgLose_205	{r[たいちょう]}隊長{/r}から{r[ぶたいさいきょうへいし]}部隊最強兵士{/r}の{r[しょうごう]}称号{/r}を\nもらったのに、{r[ま]}負{/r}けるなんて…
Enemy_StgLose_206	ほめて{r[の]}伸{/r}ばした{r[ぶか]}部下{/r}たちは{r[ぜんめつ]}全滅{/r}か…\nだがギアは{r[われわれ]}我々{/r}{r[ていこく]}帝国{/r}の{r[て]}手{/r}に……
Enemy_StgLose_209	このあたりは{r[けいび]}警備{/r}も{r[げんじゅう]}厳重{/r}だ…\nキサマに{r[き]}切{/r}り{r[ぬ]}抜{/r}けられるかな……
Enemy_StgLose_210	なぜ{r[ていこく]}帝国{/r}のこんな{r[おくち]}奥地{/r}に{r[あらわ]}現{/r}れた…\nまさか{r[はつめい]}発明{/r}のウワサは{r[ほんとう]}本当{/r}なのか…
Enemy_StgLose_211	ぐっ… キサマまさか\nこの{r[さき]}先{/r}の{r[ぐんじしせつ]}軍事施設{/r}に……
Enemy_StgLose_212	ぐぬうっ… {r[ていこく]}帝国{/r}の{r[いだい]}偉大{/r}な{r[はつめい]}発明{/r}を\n{r[じゃま]}邪魔{/r}されるわけには……
Enemy_StgLose_213	{r[たいちょう]}隊長{/r}におまえは{r[ぶたい]}部隊{/r}で{r[さいじゃく]}最弱{/r}だと\n{r[い]}言{/r}われ、{r[じぶん]}自分{/r}なりに{r[がんば]}頑張{/r}ったんだ…
Enemy_StgLose_214	{r[わたし]}私{/r}が{r[ぶたい]}部隊{/r}で{r[いちばん]}一番{/r}{r[よわ]}弱{/r}いと{r[たいちょう]}隊長{/r}に{r[い]}言{/r}われ\n{r[ひっし]}必死{/r}に{r[く]}食{/r}らいついていたんだ…
Enemy_StgLose_215	{r[ぶたいさいじゃくへいし]}部隊最弱兵士{/r}の{r[しょうごう]}称号{/r}を{r[たいちょう]}隊長{/r}に{r[さず]}授{/r}かり\n{r[おめいへんじょう]}汚名返上{/r}のつもりで{r[ふんとう]}奮闘{/r}したのに…
Enemy_StgLose_216	{r[しり]}尻{/r}をたたいて{r[そだ]}育{/r}てた{r[ぶか]}部下{/r}は{r[ぜんめつ]}全滅{/r}か…\n{r[ほんとう]}本当{/r}は{r[わたし]}私{/r}が{r[いちばん]}一番{/r}{r[よわ]}弱{/r}かったのかもな…
Enemy_StgLose_217	{r[でんじほう]}電磁砲{/r}まで{r[とっぱ]}突破{/r}されてしまった…\n{r[しせつ]}施設{/r}に{r[せ]}攻{/r}め{r[こ]}込{/r}まれてしまう……
Enemy_StgLose_218	くそう… {r[じっけんそうち]}実験装置{/r}まで{r[こわ]}壊{/r}されて\nこの{r[しせつ]}施設{/r}の{r[そんぞく]}存続{/r}が……
Enemy_StgLose_219	マ、マサカ… {r[ほんとう]}本当{/r}にチカラずくで\nギアをうばわれる…… ナンテ……
Enemy_StgLose_221	レアスシガミはトップシークレット\nキサマに{r[おし]}教{/r}えたりなど……
Enemy_StgLose_222	この{r[さき]}先{/r}にはなにも{r[な]}無{/r}いぞ…！\n{r[たの]}頼{/r}むから{r[ひ]}引{/r}き{r[かえ]}返{/r}してくれえぇ！
Enemy_StgLose_223	ここを{r[とお]}通{/r}してしまったら{r[たいちょう]}隊長{/r}に\nしかられてしまうではないか…
Enemy_StgLose_224	くっ… ゴクオウとの\n{r[けいやく]}契約{/r}の{r[さら]}皿{/r}をやられちまうとは…
Enemy_StgLose_225	きゃう～ん…\n{r[いた]}痛{/r}い{r[め]}目{/r}にあわされちゃった…
Enemy_StgLose_226	ううう… スシバトルよりも\nおねえさんと{r[うみ]}海{/r}で{r[あそ]}遊{/r}ぼうよう？
Enemy_StgLose_227	え～ん… この{r[さき]}先{/r}には{r[だれ]}誰{/r}も{r[とお]}通{/r}すな\nって{r[たいちょう]}隊長{/r}に{r[い]}言{/r}われてたのに～
Enemy_StgLose_228	ぶんどりシールドを{r[の]}乗{/r}り{r[き]}切{/r}るなんて\nムサシちゃん、{r[おそ]}恐{/r}ろしい{r[こ]}子{/r}…！
Enemy_StgLose_233	おじょうさまからのせっかくの\nご{r[めいれい]}命令{/r}を{r[すいこう]}遂行{/r}できないなんて…
Enemy_StgLose_234	バトルに{r[ま]}負{/r}けようとも、{r[あか]}赤{/r}いスシは\n{r[た]}食{/r}べないのがソスナ{r[たい]}隊{/r}のスタイル…
Enemy_StgLose_235	{r[われわれ]}我々{/r}がバトルで{r[じかん]}時間{/r}をかせげば\nおじょうさまはエステに{r[い]}行{/r}ける…
Enemy_StgLose_236	そ、そんな… {r[ほんとう]}本当{/r}に\nおじょうさまはもうここには……
Enemy_StgLose_237	うう… ここへの{r[みち]}道{/r}はソスナさまの\n{r[ぶたい]}部隊{/r}が{r[ふうさ]}封鎖{/r}していたはずなのに……
Enemy_StgLose_238	この{r[さき]}先{/r}に… この{r[さき]}先{/r}に{r[すす]}進{/r}ませる\nわけにはいかないんだあああ…！
Enemy_StgLose_239	あっちで{r[ふしぎ]}不思議{/r}な{r[い]}生{/r}き{r[もの]}物{/r}を{r[み]}見{/r}たぞ！\n{r[い]}行{/r}ってみたらどうだ!?
Enemy_StgLose_240	くっ… {r[でおく]}出遅{/r}れたうえに\nスシバトルにも{r[ま]}負{/r}けてしまうとは…
Enemy_StgLose_249	ぐっ… さすがの{r[つよ]}強{/r}さだ…\nスシガミはどうだ…？
Enemy_StgLose_250	これだけ{r[はで]}派手{/r}にスシバトルをすれば\nスシガミもひょっこり{r[あらわ]}現{/r}れるはず…
Enemy_StgLose_251	スシガミを{r[よ]}呼{/r}ぶためとは{r[い]}言{/r}え\n{r[れんせんれんしょう]}連戦連勝{/r}の{r[かいしんげき]}快進撃{/r}はさすがだな…
Enemy_StgLose_252	{r[ゆくえふめい]}行方不明{/r}のスシガミを{r[み]}見{/r}つけたのに\n{r[かんじん]}肝心{/r}のスシバトルで{r[ま]}負{/r}けるとは…
Enemy_StgLose_253	なぜだムサシ…\nなぜこの{r[さき]}先{/r}に{r[すす]}進{/r}もうとする……
Enemy_StgLose_254	うっかりしゃべってしまったのが\n{r[うん]}運{/r}の{r[つ]}尽{/r}きだったか……
Enemy_StgLose_255	スシガミがいそうなところには\nどこにでも{r[あらわ]}現{/r}れるなムサシ…
Enemy_StgLose_256	うう… {r[さむ]}寒{/r}い{r[さむ]}寒{/r}い……\nこの{r[さむ]}寒{/r}さにうんざりしていたんだ…
Enemy_StgLose_257	この{r[ゆき]}雪{/r}でほこらも{r[う]}埋{/r}もれている…\nキサマに{r[み]}見{/r}つけられるかな……
Enemy_StgLose_258	くうっ… キサマが{r[み]}見{/r}つけたほこらだ\nキサマの{r[す]}好{/r}きにしたらいい……
Enemy_StgLose_259	{r[ひさびさ]}久々{/r}のスシバトルだったが…\nやはり{r[うで]}腕{/r}がなまっていたか…！
