\database\database_achieveInfo.msbt
AchieveName_001	Super Striker
CharaSerif_02_F	I don't get why we're fighting to begin with!
CharaSerif_03_M	It's simple. If I take you out, this war ends.
CharaSerif_04_M	That's no reason. Your course of action\nis hardly a path to peace.
CharaSerif_05_M	Do you two even know what you're doing?\nYour carelessness will spark another war!
CharaSerif_06_M	War?! Aren't you overreacting?!
CharaSerif_06_F	War?! Aren't you overreacting?!
CharaSerif_07_M	It's no use, Musashi. She's determined to\nfight, so let's oblige her!
\event\stageBeginM026.msbt
CharaSerif_00_M	{s[150]}Musashi?! Here?!{s[100]}
CharaSerif_01_M	Haha. You can't run forever!
CharaSerif_01_F	Hah. You can't run forever!
CharaSerif_02_M	I don't believe this! That Celia is as useless\nas an inflatable dumbbell!
CharaSerif_03_M	So you were the one forcing her to do\nyour dirty work. Shameful.
CharaSerif_04_M	Yeah! There was no reason to get her\ninvolved in all this!
CharaSerif_04_F	Yeah! There was no reason to get her\ninvolved in all this!
CharaSerif_05_M	Ha! Let me set you cabbage-brains straight.\nCelia volunteered for the army.
CharaSerif_06_M	"Forcing her"... What a joke!\nShe lives for this stuff!
CharaSerif_07_M	That doesn't make it OK! Even if she\nvolunteered, you're still using her!
CharaSerif_08_M	Sure am! I'll use whatever I can get!\nOnly the buffest survive, kid!
CharaSerif_09_M	All right, men, don't let them reach the\nborder! Let me see you give 110%!
CharaSerif_10_M	{s[150]}We're pumped to get started!{s[100]}
CharaSerif_11_M	Fail here, and the only thing you'll be\npressing is your suit for a new job interview!
CharaSerif_12_M	{s[150]}We get it loud and clear, sir!{s[100]}
CharaSerif_13_M	Sure, sure. Now get cracking!
\event\stageBeginM030.msbt
CharaSerif_00_M	Last chance. If I win here, the war ends!
CharaSerif_01_M	Aww, Celia...
CharaSerif_01_F	Aww, Celia...
CharaSerif_02_M	Well, if you insist. We can go out for\nsushi afterward sometime!
CharaSerif_02_F	Well, if you insist. We can go out for\nsushi afterward sometime!
CharaSerif_03_M	No, idiot! Sushi is for fighting.
CharaSerif_04_M	No way! Hmm... I'll use this fight to show\nyou the right way to appreciate sushi!
CharaSerif_04_F	No way! Hmm... I'll use this fight to show\nyou the right way to appreciate sushi!
CharaSerif_05_M	{s[150]}You dumb...{s[100]}
CharaSerif_06_M	Don't you ever get tired of this? Fighting\nall the time, all alone?
CharaSerif_07_M	Huh? Nah. Jinrai and the sushi sprites keep\nme company. I'm having a great time!
CharaSerif_07_F	Huh? Nah. Jinrai and the sushi sprites keep\nme company. I'm having a great time!
CharaSerif_08_M	After this, maybe I'll have you around too!
CharaSerif_08_F	After this, maybe I'll have you around too!
CharaSerif_09_M	{s[150]}Whatever!{s[100]}
\event\stageBeginM031.msbt
CharaSerif_00_M	Urrgh... You're already here!
CharaSerif_01_M	Celia too?! I'm surrounded by weaklings\nand traitors!
CharaSerif_02_M	You can't be a traitor to a cause you never\nbelieved in. I only wanted to end the war.
CharaSerif_03_M	Musashi is the first person I met who\nseemed like he could do it.
CharaSerif_03_F	Musashi is the first person I met who\nseemed like she could do it.
CharaSerif_04_M	Him? Don't be ridiculous! He doesn't\nhave half the brawn that I do!
CharaSerif_04_F	Her? Don't be ridiculous! She doesn't\nhave half the brawn that I do!
CharaSerif_05_M	I'll show you how it's done! Watch me\ncarb-load my way to your doom!
CharaSerif_06_M	{s[150]}HERE I GO! {c[91ff1e]}BUFF BUFFET{c[000000]}!{s[100]}
CharaSerif_07_M	Not this again!
CharaSerif_07_F	Not this again!
CharaSerif_08_M	He doesn't discriminate!\nHe'll inhale any dish, no matter its color!
CharaSerif_09_M	{s[150]}Hawhawhaw! GET SERVED!{s[100]}
\event\stageBeginM032.msbt
CharaSerif_00_M	Grrr! The Sushi Liberation Front is here!\nThis was such a nice day, too!
CharaSerif_01_M	I can handle this chump. Everyone else,\ngo on ahead!
CharaSerif_01_F	I can handle this chump. Everyone else,\ngo on ahead!
CharaSerif_02_M	I think you'll be singing a different tune\nafter you fight the troops in my division.
CharaSerif_03_M	Oh, now what?
CharaSerif_03_F	Oh, now what?
CharaSerif_04_M	Heheh... We use {c[91ff1e]}Ghost Sushi{c[000000]}, which\nmakes the sushi on your plates disappear!
CharaSerif_05_M	Stack plates all you want, but if you can't\neat sushi, {c[ffae00]}you can't fill your skill gauge{c[000000]}!
\event\stageBeginM036.msbt
CharaSerif_00_M	H-hey... Hey you... Give a man a hand...
CharaSerif_00_F	H-hey... Hey you... Give a man a hand...
CharaSerif_01_M	Are you OK?!
CharaSerif_01_F	Are you OK?!
CharaSerif_02_M	My bempty is elly... Life is so hard...
CharaSerif_04_M	My bempty. Is elly.
CharaSerif_05_M	OH! Your belly is empty!
CharaSerif_05_F	OH! Your belly is empty!
CharaSerif_06_M	There it is! You're picking up what I'm\nputting down!
CharaSerif_07_M	What a bewildering man. What shall we do\nwith him?
CharaSerif_08_M	Good grief. Jinrai, give this weirdo\nsome sushi.
CharaSerif_08_F	Good grief. Jinrai, give this weirdo\nsome sushi.
CharaSerif_09_M	Very well!
CharaSerif_10_M	{s[150]}Yowza! That's good soosh!{s[100]}
CharaSerif_11_M	And I guess "soosh" means sushi?
CharaSerif_11_F	And I guess "soosh" means sushi?
CharaSerif_12_M	Ba-bam! This soosh is CHOICE!
CharaSerif_13_M	My sushi is sacred. He could at least finish\nsaying its name.
CharaSerif_14_M	Chow, babe! I owe you mad faves for\nhooking me up with the soosh.
CharaSerif_15_M	Byyyy the wayyy...
CharaSerif_16_M	How's your skedge looking? Got time to\ntry a game?
CharaSerif_17_M	"Skedge"? Is that a word?
CharaSerif_17_F	"Skedge"? Is that a word?
CharaSerif_18_M	You look un-busy to me! Let's SET\nthis table!
\event\stageBeginM037.msbt
CharaSerif_00_M	Gheh? Say there... You wouldn't happen to\nbe from the Sushi Liberation Front, wouldja?
CharaSerif_01_M	You're a long way from home, aren'tcha?\nHere, some sushi for the sushi heroes.
CharaSerif_02_M	Hey! Finally, some recognition!
CharaSerif_02_F	Hey! Finally, some recognition!
CharaSerif_03_M	Eheheh... You deserve it, I'd say. This one's\npacked with the true taste of sushi.
CharaSerif_04_M	{s[150]}Snack time!{s[100]}
CharaSerif_05_M	Lemme see this "true taste of sushi"...
CharaSerif_05_F	Lemme see this "true taste of sushi"...
CharaSerif_06_M	{s[150]}Grkkk!{s[100]}
CharaSerif_06_F	{s[150]}Grkkk!{s[100]}
CharaSerif_07_M	Musashi! You look pale as rice!
CharaSerif_08_M	Gehhhh! Th-this sushi... It's poisoned!
CharaSerif_08_F	Gehhhh! Th-this sushi... It's poisoned!
CharaSerif_09_M	Hrrh... This is no poison. It's wasabi!\nMore than anyone could stand!
CharaSerif_10_M	Whatever it is, I feel like my nose is\ngonna explode!
CharaSerif_10_F	Whatever it is, I feel like my nose is\ngonna explode!
CharaSerif_11_M	A little wasabi brings out the flavor, but this\nmuch would only drown it.
CharaSerif_12_M	Ehehheh! Too much for you, is it?\nFor me, it's nowhere near enough!
CharaSerif_13_M	No wasabi, no sushi! No sushi, no wasabi!
CharaSerif_14_M	Identify yourself, you maniac!
CharaSerif_15_M	Listen uuuuup! I'll tell you who I am...
\event\stageBeginM041.msbt
CharaSerif_00_M	Hold it, Musashi!
CharaSerif_01_M	Kojiro?! Since when were you in this squad?
CharaSerif_01_F	Kojiro?! Since when were you in this squad?
CharaSerif_02_M	Since General Ausprey let me in, that's when!\nI'm gonna make a name for myself here!
CharaSerif_03_M	Is that right.
CharaSerif_03_F	Is that right.
CharaSerif_04_M	Hey, that reminds me. Is it true what they\nsay about how you can't stand wasabi?
CharaSerif_05_M	Are you saying you can?!
CharaSerif_05_F	Are you saying you can?!
CharaSerif_06_M	Hah! What do you think?
CharaSerif_07_M	{s[150]}OF COURSE I CAN'T.{s[100]}
CharaSerif_08_M	Kojiro... Why are you here?
CharaSerif_08_F	Kojiro... Why are you here?
CharaSerif_09_M	Easy. Look at all the power they give you\nin this unit!
CharaSerif_10_M	Meet Ghozo, the ultimate sushi sprite\nwho's pledged only to me!
CharaSerif_11_M	Its {c[91ff1e]}Tubble-Edged Lanes {c[000000]}skill leaves you\nwith junky tubs clogging your lanes!
CharaSerif_12_M	Hahaha! Good luck stacking up the plates\nwhen you have half as much sushi to eat!
CharaSerif_13_M	Meet Konkan, the ultimate sushi sprite\nwho's pledged only to me!
CharaSerif_14_M	His {c[91ff1e]}Combo Wall{c[000000]} reflects any combo attack\nmade of {c[ffae00]}different-colored plates{c[000000]}!
CharaSerif_15_M	Hahaha! You'll have to hunt for scraps to\nput together a combo that can beat me!
\event\stageBeginM046.msbt
CharaSerif_00_M	What's shakin', my bacon?
CharaSerif_01_M	Aren't you the guy we saw before?
CharaSerif_01_F	Aren't you the guy we saw before?
CharaSerif_02_M	What an educated guess, babe! So tell me—\nwe havin' soosh for din-dins again tonight?
CharaSerif_03_M	It's sushi, not "soosh." Use its proper name.
CharaSerif_04_M	Uh...
CharaSerif_05_M	Check THIS idea out instead—you and Y.T.\nplay a gameroo!
CharaSerif_06_M	This'll only take a minnie! 
CharaSerif_07_M	Don't dodge the issue! LISTEN!
\event\stageBeginM047.msbt
CharaSerif_00_M	What's this I hear about you feeding kids\nsushi with no wasabi?
CharaSerif_01_M	It's not the same at all without wasabi.\nYou're gonna stunt their growth! 
CharaSerif_02_M	Funny, I was gonna say the same to—
CharaSerif_02_F	Funny, I was gonna say the same to—
CharaSerif_03_M	Foooound you! Now it's your turn to seek,\nGolden Boy.
CharaSerif_04_M	{s[150]}Hoo boy! Here we go again!{s[100]}
CharaSerif_05_M	Looks like I'm about to have my hands full!\nDoes someone wanna finish up here?
CharaSerif_06_M	{s[150]}We'll do it, hot stuff!{s[100]}
CharaSerif_07_M	I've really had it with this guy...
CharaSerif_07_F	I've really had it with this guy...
\event\stageBeginM051.msbt
CharaSerif_00_M	I'm surprised you packed enough of a punch\nwithout wasabi to make it here!
CharaSerif_01_M	Look, wasabi isn't all there is to sushi!\nSushi is great even without it!
CharaSerif_01_F	Look, wasabi isn't all there is to sushi!\nSushi is great even without it!
CharaSerif_02_M	Look at this kid who thinks he knows\neverything! I'll show you a thing or two!
CharaSerif_02_F	Look at this kid who thinks she knows\neverything! I'll show you a thing or two!
CharaSerif_03_M	{s[150]}Stooooop!{s[100]}
CharaSerif_04_M	Another tyke? I'm drowning in 'em here...
CharaSerif_05_M	Save your breath, gramps. I'll beat this\ntwo-bit striker for you!
CharaSerif_06_M	You will, huh? Didn't you already take\nyour lumps once before?
CharaSerif_07_M	One more chance! You gotta give me one\nmore chance! I'll clobber him!
CharaSerif_07_F	One more chance! You gotta give me one\nmore chance! I'll clobber her!
CharaSerif_08_M	Ehehheh. Well, fine. But if you lose, don't\ncome crawling back to me. You're out.
CharaSerif_09_M	{s[150]}For real?!{s[100]}
CharaSerif_10_M	That's it, Musashi. You're all that stands\nbetween me and the good life!
\event\stageBeginM052.msbt
CharaSerif_00_M	Ehehheh... Looks like that tyke struck out.
CharaSerif_01_M	Good thing! Because now I get to teach you\nwhat real sushi tastes like: WASABI!
CharaSerif_02_M	{s[150]}Get ready for a {c[91ff1e]}Wasabi Blast{c[000000]}!{s[100]}
CharaSerif_03_M	Even your sushi sprite skill is about wasabi?!
CharaSerif_03_F	Even your sushi sprite skill is about wasabi?!
CharaSerif_04_M	It's a fearsome feat. You'll have to deal\nwith an excess of wasabi in your lane!
CharaSerif_05_M	{s[150]}Lemme see those eyes water!{s[100]}
\event\stageBeginM053.msbt
CharaSerif_00_M	It's the Sushi Liberation Front!\nThey're not supposed to be here at ALL!
CharaSerif_01_M	Stay calm... I can't let them reach\nFort Fugu!
\event\stageBeginM057.msbt
CharaSerif_00_M	What's slappenin', kiddo?
CharaSerif_01_M	It's you! The guy with the picture of my dad!
CharaSerif_01_F	It's you! The guy with the picture of my dad!
CharaSerif_02_M	In the flesh, tykiepoo! Got any more soosh\non you? I am GLAMISHED!
CharaSerif_03_M	I have no sushi for those who degrade it\nby calling it...ugh..."soosh."
CharaSerif_04_M	Ah...
CharaSerif_05_M	Hey! You're not doing anything important,\nright? Let's kill some time!
CharaSerif_06_M	I have got JUST the game for you!
\event\stageBeginM058.msbt
CharaSerif_00_M	Halt! A boy with a sushi sprite... You can\nonly be Musashi.
CharaSerif_00_F	Halt! A girl with a sushi sprite... You can\nonly be Musashi.
CharaSerif_01_M	Hmm. This uniform is new to me. Is this\none of Tiburon's men?
CharaSerif_02_M	None other! You made a mistake coming\nhere. Feel the might of the {c[ffae00]}Blast Zone Plus{c[000000]}!
CharaSerif_03_M	Am I supposed to be impressed?
\event\stageBeginM062.msbt
CharaSerif_00_M	Here we are. Fort Fugu,\nthe Imperial stronghold.
CharaSerif_00_F	Here we are. Fort Fugu,\nthe Imperial stronghold.
CharaSerif_01_M	Hrrrrh... It's even bigger than I'd heard.
CharaSerif_02_M	Eh. Bigger doesn't mean better. I'll smash\nit up like the rest of the Empire!
CharaSerif_02_F	Eh. Bigger doesn't mean better. I'll smash\nit up like the rest of the Empire!
CharaSerif_03_M	Musashi, our role here is only as a decoy.\nDon't deviate from the plan.
CharaSerif_04_M	It's the Sushi Liberation Front! They sent\nMusashi himself here!
CharaSerif_04_F	It's the Sushi Liberation Front! They sent\nMusashi herself here!
CharaSerif_05_M	Unbelievable! Did he come all this way\nby himself?!
CharaSerif_05_F	Unbelievable! Did she come all this way\nby herself?!
CharaSerif_06_M	Bad time to pick a fight, guys. I'm in a\nREAL crabby mood!
CharaSerif_06_F	Bad time to pick a fight, guys. I'm in a\nREAL crabby mood!
CharaSerif_07_M	Anyone who doesn't want a whooping by\nthe great Musashi should stand down now!
CharaSerif_07_F	Anyone who doesn't want a whooping by\nthe great Musashi should stand down now!
CharaSerif_08_M	M...Mommy!
CharaSerif_09_M	{s[150]}Stand your ground!{s[100]}
CharaSerif_10_M	This is how you act in the face of a child?\nYou disgrace yourselves.
CharaSerif_11_M	Who's the guy in the mask?
CharaSerif_11_F	Who's the guy in the mask?
CharaSerif_12_M	You trespass on Imperial land, whelp.\nI cannot let you through.
CharaSerif_12_F	You trespass on Imperial land, whelp.\nI cannot let you through.
CharaSerif_13_M	{s[150]}Ready the Magnetic Shot!{s[100]}
CharaSerif_14_M	{s[150]}Whoa! What the heck?!{s[100]}
CharaSerif_14_F	{s[150]}Whoa! What the heck?!{s[100]}
CharaSerif_15_M	Beware, Musashi. I'd avoid being hit by\nthat thing at all costs.
CharaSerif_16_M	You must destroy it before it's ready to fire!
\event\stageBeginM067.msbt
CharaSerif_00_M	Haha! Caught you! Well? I'm here,\njust like you said!
CharaSerif_00_F	Hah! Caught you! Well? I'm here, just like\nyou said!
CharaSerif_01_M	I had little doubt that Jinrai's master would\nreach me. You pass this test.
CharaSerif_03_M	You hold considerable power. Are you sure\nyou won't share it with the Empire?
CharaSerif_04_M	Why would I do that?!
CharaSerif_04_F	Why would I do that?!
CharaSerif_05_M	Heh. To help build a home for sushi,\nof course. That is our ultimate ideal.
CharaSerif_06_M	Oh, real funny! Some "ideal" for a bunch of\njokers trying to control the world's sushi!
CharaSerif_06_F	Oh, real funny! Some "ideal" for a bunch of\njokers trying to control the world's sushi!
CharaSerif_07_M	Besides, the Empire took my dad. There's no\nway I'd help them! EVER!
CharaSerif_07_F	Besides, the Empire took my dad. There's no\nway I'd help them! EVER!
CharaSerif_08_M	They took your father, did they?
CharaSerif_09_M	That's right! His name was Jubay...\nAnd you Imperials killed him!
CharaSerif_09_F	That's right! His name was Jubay...\nAnd you Imperials killed him!
CharaSerif_10_M	Did we now. Then know this, son of Jubay.
CharaSerif_10_F	Did we now. Then know this, daughter\nof Jubay.
CharaSerif_11_M	There are those who twist the truth to their\nown foul purpose, but it will always emerge.
CharaSerif_12_M	Wait, what?
CharaSerif_12_F	Wait, what?
CharaSerif_13_M	{s[150]}Ready the Magnetic Shot!{s[100]}
CharaSerif_14_M	You can't run! We had a deal: I show up,\nyou fight!
CharaSerif_14_F	You can't run! We had a deal: I show up,\nyou fight!
CharaSerif_15_M	There's no time for that, Musashi. That\nhulking thing is back. Get ready!
\event\stageBeginM071.msbt
CharaSerif_00_M	Feh... You took your sweet time. Dread\nGeneral Tiburon already left for the capital.
CharaSerif_01_M	You're kidding me!
CharaSerif_01_F	You're kidding me!
CharaSerif_02_M	Orders from on high, I shouldn't wonder.\nProbably hard at work now on strategy.
CharaSerif_03_M	If he thinks I'm letting him leave Fort Fugu,\nhe's dead wrong!
CharaSerif_03_F	If he thinks I'm letting him leave Fort Fugu,\nhe's dead wrong!
CharaSerif_04_M	Sorry, but that's my line. I won't let you\ndisturb Dread General Tiburon!
\event\stageBeginM072.msbt
CharaSerif_00_M	What a shame that Fort Fugu fell so easily...
CharaSerif_01_M	You are no ordinary striker, Musashi.
CharaSerif_02_M	{s[150]}There you are!{s[100]}
CharaSerif_02_F	{s[150]}There you are!{s[100]}
CharaSerif_03_M	Don't even think about running away\nthis time!
CharaSerif_03_F	Don't even think about running away\nthis time!
CharaSerif_04_M	It was unavoidable. The Emperor calls.\nBut I can spare a moment for you.
CharaSerif_05_M	I have already seen your fatal flaw, after all.
CharaSerif_06_M	What flaw?!
CharaSerif_06_F	What flaw?!
CharaSerif_07_M	I don't have any flaws. I'm flawless!\nFight me and you'll see!
CharaSerif_07_F	I don't have any flaws. I'm flawless!\nFight me and you'll see!
CharaSerif_08_M	Enough posturing. You're far too weak to\nchallenge me.
CharaSerif_09_M	So prove it! Let's go, Jinrai!
CharaSerif_09_F	So prove it! Let's go, Jinrai!
CharaSerif_10_M	Have it your way.
CharaSerif_11_M	{s[150]}To me, Gourai!{s[100]}
CharaSerif_12_M	Did he say Gourai?!
CharaSerif_13_M	Are you for real?! Is THAT a sushi sprite?!
CharaSerif_13_F	Are you for real?! Is THAT a sushi sprite?!
CharaSerif_14_M	Yes... But I can't believe he'd have thrown\nin with the Empire!
CharaSerif_15_M	Why? Do you know him?
CharaSerif_15_F	Why? Do you know him?
CharaSerif_16_M	Gourai is on loan from his Imperial Highness.\nHis power is easily a match for Jinrai's.
CharaSerif_17_M	He's that strong?! Uh-oh...
CharaSerif_19_M	Hrrrrh... Even worse, he's already ascended.\nMy current form can't compare to his might.
CharaSerif_20_M	We must withdraw for now!
CharaSerif_21_M	I don't believe this! Coming from you,\nof all people!
CharaSerif_21_F	I don't believe this! Coming from you,\nof all people!
CharaSerif_22_M	Gourai has been hoping to see you again.\nIn this state, even I can't hold him back.
CharaSerif_23_M	Legend has it that whoever holds both Gourai\nand Jinrai can control all the world's sushi.
CharaSerif_24_M	That is why His Highness sought Jinrai.\nBut we have no further need for legends.
CharaSerif_25_M	The Sushi Stranglehold Scheme is nearing\ncompletion! It's only a matter of time now!
CharaSerif_26_M	Dream on! The whole SLF is fighting around\nthe world! Your plan will never work!
CharaSerif_26_F	Dream on! The whole SLF is fighting around\nthe world! Your plan will never work!
CharaSerif_27_M	Heh. We shall see.
CharaSerif_28_M	But I will return to the capital and oversee\nthe plan. And you will not stand against me.
CharaSerif_29_M	Jinrai... I'm sorry, but I gotta. We can't\nlet him slip through our fingers!
CharaSerif_29_F	Jinrai... I'm sorry, but I gotta. We can't\nlet him slip through our fingers!
CharaSerif_30_M	This is for the dream! For everyone whose\nmouth is watering, waiting for sushi!
CharaSerif_30_F	This is for the dream! For everyone whose\nmouth is watering, waiting for sushi!
CharaSerif_31_M	Back me up, Jinrai! We're doing this!
CharaSerif_31_F	Back me up, Jinrai! We're doing this!
CharaSerif_32_M	Musashi...
CharaSerif_33_M	For you, I'll make my stand. I'm placing my\nfaith in your skill as a striker!
\event\stageBeginM074.msbt
CharaSerif_00_M	What's the Sushi Liberation Front\ndoing HERE?!
CharaSerif_01_M	Go on ahead, everyone! I've got this guy!
CharaSerif_01_F	Go on ahead, everyone! I've got this guy!
\event\stageBeginM078.msbt
CharaSerif_00_M	Oh, hey.
CharaSerif_00_F	Oh, hey.
CharaSerif_01_M	Salutation station!
CharaSerif_02_M	Hrrrh. Is there anywhere in the land we\ncan go where we won't meet him?
CharaSerif_03_M	I got a hankering for soosh, if you got\nthe hookup. Know what I'm sayin'?
CharaSerif_04_M	Ah... Say no more.
CharaSerif_05_M	Whaddaya say to a game instead?
CharaSerif_06_M	Yeah, that's the ticket! A nice, friendly\ngame between pals!
\event\stageBeginM079.msbt
CharaSerif_00_M	What a rare pleasure... We don't see many\nfrom the Sushi Liberation Front out here.
CharaSerif_01_M	A pleasure, huh? Are you somebody in the\nSLF's mom?
CharaSerif_01_F	A pleasure, huh? Are you somebody in the\nSLF's mom?
CharaSerif_02_M	So vewwy unfortunate for you that you've\ncome all this way for nothing.
CharaSerif_03_M	Waaait a sec... Are you somebody in the\nEMPIRE'S mom?
CharaSerif_03_F	Waaait a sec... Are you somebody in the\nEMPIRE'S mom?
CharaSerif_04_M	Hmph!
CharaSerif_04_F	Hmph!
CharaSerif_05_M	...Their aunt, maybe?
CharaSerif_05_F	...Their aunt, maybe?
CharaSerif_06_M	{s[150]}Silence, you feckless boy!{s[100]}
CharaSerif_06_F	{s[150]}Silence, you feckless girl!{s[100]}
CharaSerif_07_M	Know your place when addressing me!\nI won't answer to anything but "Pwincess"!
CharaSerif_08_M	Uh... I'm not calling you "Pwincess."
CharaSerif_08_F	Uh... I'm not calling you "Pwincess."
CharaSerif_09_M	It simply isn't dignified.
CharaSerif_10_M	{s[150]}Listen, babies! My name is...{s[100]}
\event\stageBeginM083.msbt
CharaSerif_00_M	Hold it right there!
CharaSerif_01_M	Kojiro?! Did you get transferred to this\nsquad or something?
CharaSerif_01_F	Kojiro?! Did you get transferred to this\nsquad or something?
CharaSerif_02_M	Yep. I'm a loyal minion of Pwincess Purrsilla\nnow. I've got a rosy future ahead of me!
CharaSerif_03_M	If you say so...
CharaSerif_03_F	If you say so...
CharaSerif_04_M	You sure goofed up, eating the forbidden\nsushi in front of our Pwincess!
CharaSerif_05_M	You mean salmon? I thought you loved\nsalmon sushi.
CharaSerif_05_F	You mean salmon? I thought you loved\nsalmon sushi.
CharaSerif_06_M	Yeah... Yeah, I do. I still get to sneak some\nin when no one is looking...
CharaSerif_07_M	{s[150]}But that's just between us!{s[100]}
CharaSerif_08_M	Ha... Oh, Kojiro. You don't fool me.
CharaSerif_08_F	Heheh... Oh, Kojiro. You don't fool me.
CharaSerif_09_M	It doesn't matter. What DOES matter is that\nI finally have a better power than yours!
CharaSerif_10_M	Meet Ghozo, the ultimate sushi sprite that\nonly I could hope to master!
CharaSerif_11_M	Its {c[91ff1e]}Tubble-Edged Lanes{c[000000]} skill leaves you\nwith junky tubs clogging your lanes!
CharaSerif_12_M	Hahaha! Good luck stacking up the plates\nwhen you have half as much sushi to eat!
CharaSerif_13_M	Meet Konkan, the ultimate sushi sprite\nwho's pledged only to me!
CharaSerif_14_M	His {c[91ff1e]}Combo Wall{c[000000]} reflects any combo attack\nmade of {c[ffae00]}different-colored plates{c[000000]}!
CharaSerif_15_M	Hahaha! You'll have to hunt for scraps to\nput together a combo that can beat me!
\event\stageBeginM088.msbt
CharaSerif_00_M	How's tricks?
CharaSerif_01_M	You again? You really get around, huh?
CharaSerif_01_F	You again? You really get around, huh?
CharaSerif_02_M	Hey, babe, you got any of that good,\ngood soosh on you?
CharaSerif_03_M	It is not called "soosh"! How many times\nmust I say this?
CharaSerif_04_M	Oh, uh...
CharaSerif_05_M	Who's up for a game?
CharaSerif_06_M	Because I'M up for a game!
\event\stageBeginM089.msbt
CharaSerif_00_M	You still haven't gone home yet? Tsk, tsk.
CharaSerif_01_M	Ahaha! Run along before you get hurt,\nsalmon-lover.
CharaSerif_02_M	{s[150]}I'll eat all the salmon I want!{s[100]}
CharaSerif_02_F	{s[150]}I'll eat all the salmon I want!{s[100]}
CharaSerif_03_M	{s[150]}NOT ON MY TURF, BRAT!{s[100]}
CharaSerif_04_M	*ahem*... We mustn't keep the patissier\nwaiting, Pwincess.
CharaSerif_05_M	Is it time for my daily cupcake already?\nBut I was having fun here...
CharaSerif_06_M	Fiiiiine! Mop up here, won't you, boys?
CharaSerif_07_M	{s[150]}At once, Pwincess!{s[100]}
CharaSerif_08_M	I'm never going to get used to grown men\nsaying that...
CharaSerif_08_F	I'm never going to get used to grown men\nsaying that...
\event\stageBeginM093.msbt
CharaSerif_00_M	I'm surprised you made it all the way here\non your diet of nasty, forbidden sushi.
CharaSerif_01_M	I see nothing wrong with salmon or tuna.\nEveryone who tries it finds it delicious.
CharaSerif_02_M	Yeah, what's the harm? Didn't you used to\nlove that stuff not too long ago?
CharaSerif_02_F	Yeah, what's the harm? Didn't you used to\nlove that stuff not too long ago?
CharaSerif_03_M	I would NEVER! You're too young to\npawssibly understand my pain, babies!
CharaSerif_04_M	{s[150]}Time to learn your place!{s[100]}
CharaSerif_05_M	{s[150]}NOT YET IT ISN'T!{s[100]}
CharaSerif_06_M	Is this the new recruit? What's he\ndoing here?
CharaSerif_07_M	Nobody gets to clobber Musashi but me!\nI'll handle this!
CharaSerif_08_M	Don't be absurd, child. I've read your file.\nYou haven't won a single bout against him!
CharaSerif_08_F	Don't be absurd, child. I've read your file.\nYou haven't won a single bout against her!
CharaSerif_09_M	I know! I know! I'll do better! I promise!
CharaSerif_10_M	Tsk, tsk.
CharaSerif_11_M	Stop bawling and take your shot. But if you\nlose, you'll have to twansfer, understood?
CharaSerif_12_M	{s[150]}Twansfer?! I mean, transfer?!{s[100]}
CharaSerif_13_M	MUSASHI! Why do you have to ruin\neverything for me?!
\event\stageBeginM094.msbt
CharaSerif_00_M	Your little friend seems to have had a few\nscrews loose. Well, not my concern.
CharaSerif_01_M	Now for the real bout... You and me!\nIt won't go well for you, I fear.
CharaSerif_02_M	{s[150]}Gah! My eyes!{s[100]}
CharaSerif_02_F	{s[150]}Gah! My eyes!{s[100]}
CharaSerif_03_M	I was afraid of this.
CharaSerif_04_M	{s[150]}Behold my {c[91ff1e]}Luxury Flash{c[000000]}!{s[100]}
CharaSerif_05_M	Its gleam cancels any damage from those\ndisgusting salmon and tuna plates.
CharaSerif_09_M	Careful. With that skill active, she takes {c[ffae00]}zero\n{c[000000]}damage from {c[ffae00]}any stack of forbidden sushi{c[000000]}.
CharaSerif_07_M	Unfortunately, that includes {c[ffae00]}salmon{c[000000]} and {c[ffae00]}tuna{c[000000]}.\nI may not be of much use to you here...
CharaSerif_08_M	I told you so. If I can't enjoy it, no one can!\nIncluding you!
\event\stageBeginM095.msbt
CharaSerif_00_M	Grrr! You're that Musashi everyone's up in\narms about! What are you doing HERE?
CharaSerif_01_M	No time to explain! I've got business to\ntake care of!
CharaSerif_01_F	No time to explain! I've got business to\ntake care of!
CharaSerif_02_M	Grrr! Not if my squad skill, {c[91ff1e]}Unshared Lane{c[000000]},\nhas anything to say about it!
\event\stageBeginM099.msbt
CharaSerif_00_M	Heh. It's been a while, Musashi.
CharaSerif_01_M	Hey, it's you!
CharaSerif_01_F	Hey, it's you!
CharaSerif_02_M	Uhhh... Who were you again?
CharaSerif_02_F	Uhhh... Who were you again?
CharaSerif_03_M	You don't remember me? The very first\nguy you beat up?
CharaSerif_04_M	I dunno... I have trouble telling all\nof you apart.
CharaSerif_04_F	I dunno... I have trouble telling all\nof you apart.
CharaSerif_05_M	The point is, I got stationed out in the\nmiddle of nowhere because of you.
CharaSerif_06_M	{s[150]}Vengeance is mine!{s[100]}
\event\stageBeginM100.msbt
CharaSerif_00_M	{s[150]}YO! IT'S BEEN A WHILE!{s[100]}
CharaSerif_01_M	Huh? Am I supposed to remember you?
CharaSerif_01_F	Huh? Am I supposed to remember you?
CharaSerif_02_M	Heh! Does this JOG your memory?
CharaSerif_03_M	Oh, yeah! Kodiak's squad! Wow, you're\nreally reaching for those puns, huh.
CharaSerif_03_F	Oh, yeah! Kodiak's squad! Wow, you're\nreally reaching for those puns, huh.
